"number","created_by","created_at","state","commits","merged_by","merged_at"
"1037","Starefossen","2015-05-21 09:34:05","closed","1","berkerpeksag","2015-05-22 02:01:21"
"1033","ccl0326","2015-05-19 10:22:59","closed","1","berkerpeksag","2015-05-23 12:49:20"
"1031","jhekkanen","2015-05-15 21:35:33","closed","1","benoitc","2015-05-20 10:56:22"
"1027","benoitc","2015-05-12 04:22:30","closed","1","benoitc","2015-05-12 07:10:43"
"1024","berkerpeksag","2015-05-09 16:13:33","closed","4","berkerpeksag","2015-05-11 08:30:50"
"1019","mgalgs","2015-04-29 05:05:05","closed","1","berkerpeksag","2015-04-29 06:17:52"
"1018","toby-sullivan-hs","2015-04-28 23:54:28","closed","2","",""
"1016","urbaniak","2015-04-23 22:20:29","closed","2","",""
"1013","vlad-dragos","2015-04-22 10:29:03","closed","3","",""
"1010","krallin","2015-04-20 18:30:19","closed","1","berkerpeksag","2015-04-30 12:54:48"
"1007","GMLudo","2015-04-14 19:14:53","closed","1","",""
"1004","ryanpetrello","2015-04-08 02:11:19","closed","1","berkerpeksag","2015-04-08 08:38:45"
"1003","allanfigueiredo","2015-04-04 00:50:36","closed","0","",""
"1001","gitter-badger","2015-04-01 20:31:32","closed","0","",""
"1000","nikolas","2015-03-27 14:09:33","closed","1","berkerpeksag","2015-03-27 14:16:56"
"999","nikolas","2015-03-27 14:01:02","closed","1","berkerpeksag","2015-03-27 14:16:38"
"998","s7v7nislands","2015-03-22 02:42:19","closed","1","",""
"997","s7v7nislands","2015-03-21 08:10:29","closed","1","",""
"995","s7v7nislands","2015-03-19 12:44:38","closed","2","",""
"994","wong2","2015-03-11 12:50:47","closed","4","benoitc","2015-03-18 12:59:45"
"992","berkerpeksag","2015-02-28 21:09:04","closed","1","",""
"990","tkornai","2015-02-27 14:56:41","closed","2","",""
"989","tkornai","2015-02-27 11:35:31","closed","3","",""
"988","siznax","2015-02-27 00:04:54","closed","1","tilgovi","2015-02-27 20:44:50"
"986","berkerpeksag","2015-02-22 22:36:17","closed","1","tilgovi","2015-02-23 22:30:31"
"980","berkerpeksag","2015-02-06 06:48:05","closed","1","berkerpeksag","2015-02-09 22:49:04"
"976","joycepg","2015-02-03 21:38:50","closed","1","",""
"973","spanasik","2015-02-03 12:52:28","closed","1","",""
"972","berkerpeksag","2015-01-30 20:31:05","closed","2","tilgovi","2015-02-02 20:48:02"
"971","berkerpeksag","2015-01-30 20:14:26","closed","1","tilgovi","2015-02-02 20:47:40"
"970","berkerpeksag","2015-01-26 17:26:09","closed","1","",""
"968","cenkbircanoglu","2015-01-23 20:05:50","closed","0","",""
"966","alasdairnicol","2015-01-15 22:08:07","closed","0","",""
"962","benoitc","2014-12-20 10:19:44","closed","3","benoitc","2015-01-21 22:27:24"
"961","wooparadog","2014-12-20 09:54:22","closed","2","",""
"960","tilgovi","2014-12-20 01:21:52","closed","1","benoitc","2014-12-20 22:06:15"
"959","benoitc","2014-12-19 08:01:35","closed","1","tilgovi","2014-12-19 18:14:53"
"958","benoitc","2014-12-19 07:27:32","closed","1","",""
"957","gcallaghan","2014-12-17 00:12:25","closed","1","",""
"954","svetlyak40wt","2014-12-08 16:04:02","closed","1","berkerpeksag","2014-12-22 20:53:19"
"953","malept","2014-12-07 22:46:06","closed","2","",""
"951","berkerpeksag","2014-12-01 05:12:42","closed","11","berkerpeksag","2014-12-02 06:18:11"
"948","berkerpeksag","2014-11-24 20:59:48","closed","2","",""
"946","berkerpeksag","2014-11-24 16:45:00","closed","1","benoitc","2014-11-24 22:06:59"
"945","berkerpeksag","2014-11-24 16:43:39","closed","1","benoitc","2014-11-24 22:06:34"
"944","redspade","2014-11-24 14:01:19","closed","1","benoitc","2014-11-24 14:06:19"
"943","BFriedland","2014-11-22 22:44:32","closed","1","berkerpeksag","2014-11-22 23:10:59"
"941","tilgovi","2014-11-19 02:12:59","closed","1","berkerpeksag","2014-11-20 06:59:58"
"937","mattlong","2014-11-13 00:01:41","closed","1","",""
"936","minichate","2014-11-12 20:03:06","closed","1","tilgovi","2014-11-13 05:17:54"
"931","jdelic","2014-11-08 11:21:58","closed","0","tilgovi","2014-11-12 21:05:09"
"929","wong2","2014-11-06 06:50:15","closed","1","matrixise","2014-11-06 06:58:13"
"925","subramaniank","2014-10-29 11:12:05","closed","0","",""
"919","berkerpeksag","2014-10-18 23:10:12","closed","1","tilgovi","2014-10-19 00:12:42"
"918","menghan","2014-10-16 17:01:32","closed","1","berkerpeksag","2014-10-17 09:01:01"
"916","berkerpeksag","2014-10-16 08:38:08","closed","1","tilgovi","2014-10-16 10:17:22"
"915","menghan","2014-10-14 15:08:54","closed","1","",""
"914","berkerpeksag","2014-10-14 12:27:34","closed","1","benoitc","2014-10-14 13:23:02"
"913","berkerpeksag","2014-10-14 12:23:30","closed","1","tilgovi","2014-10-15 00:32:17"
"912","collinanderson","2014-10-09 20:24:45","closed","1","",""
"911","sjagoe","2014-10-09 10:06:01","closed","1","",""
"909","berkerpeksag","2014-10-04 07:02:37","closed","1","berkerpeksag","2014-10-16 12:52:44"
"907","collinanderson","2014-10-03 01:26:28","closed","1","tilgovi","2014-10-03 01:36:34"
"906","collinanderson","2014-10-02 21:00:58","closed","1","berkerpeksag","2014-10-03 00:48:36"
"905","collinanderson","2014-10-01 18:26:08","closed","1","",""
"903","collinanderson","2014-10-01 16:59:43","closed","1","",""
"902","arthur-a","2014-09-30 09:34:06","closed","1","",""
"900","bninja","2014-09-24 10:43:32","closed","1","benoitc","2014-10-03 06:53:30"
"898","berkerpeksag","2014-09-23 07:32:51","closed","1","benoitc","2014-09-23 08:12:40"
"897","berkerpeksag","2014-09-23 07:13:57","closed","1","tilgovi","2014-09-23 18:59:39"
"895","collinanderson","2014-09-16 14:01:49","closed","1","",""
"894","collinanderson","2014-09-16 13:42:15","closed","1","berkerpeksag","2014-09-16 20:03:07"
"893","augiwan","2014-09-16 03:53:20","closed","1","berkerpeksag","2014-09-16 03:58:43"
"892","collinanderson","2014-09-16 02:51:08","closed","1","benoitc","2014-09-22 12:44:31"
"891","collinanderson","2014-09-16 02:14:52","closed","1","berkerpeksag","2014-09-16 02:47:33"
"890","collinanderson","2014-09-16 01:58:26","closed","1","berkerpeksag","2014-09-16 02:46:25"
"889","collinanderson","2014-09-15 21:35:37","closed","1","berkerpeksag","2014-09-15 22:06:22"
"888","toidi","2014-09-13 10:26:46","closed","0","tilgovi","2014-09-15 10:06:36"
"887","jssjr","2014-09-12 18:59:03","closed","10","benoitc","2014-10-03 06:57:53"
"885","collinanderson","2014-09-10 21:29:41","closed","1","berkerpeksag","2014-09-11 01:28:38"
"883","collinanderson","2014-09-10 14:28:11","closed","1","berkerpeksag","2014-09-10 14:50:48"
"882","collinanderson","2014-09-10 13:55:14","closed","1","berkerpeksag","2014-09-10 14:07:32"
"878","collinanderson","2014-09-09 15:30:16","closed","1","berkerpeksag","2014-09-10 13:15:02"
"877","collinanderson","2014-09-09 15:04:11","closed","1","berkerpeksag","2014-09-09 15:29:45"
"876","mrefish","2014-09-09 01:03:26","closed","1","berkerpeksag","2014-09-09 11:21:38"
"874","tilgovi","2014-09-06 01:41:44","closed","1","",""
"873","collinanderson","2014-09-06 00:38:34","closed","1","tilgovi","2014-09-06 01:16:39"
"870","zatan","2014-09-05 21:22:01","closed","1","berkerpeksag","2014-09-05 21:26:40"
"869","getcwd","2014-09-05 05:50:04","closed","0","tilgovi","2014-09-05 23:28:28"
"865","benoitc","2014-08-30 07:32:07","closed","2","tilgovi","2014-09-09 06:25:26"
"864","collinanderson","2014-08-27 17:59:08","closed","1","benoitc","2014-08-30 07:43:07"
"862","alienth","2014-08-22 23:41:20","closed","2","",""
"859","tavva","2014-08-19 06:49:25","closed","1","asvetlov","2014-08-19 08:35:26"
"858","matrixise","2014-08-18 16:09:10","closed","2","matrixise","2014-08-18 16:49:20"
"854","benoitc","2014-08-16 10:33:35","closed","2","benoitc","2014-08-16 11:16:27"
"853","alq666","2014-08-16 03:54:28","closed","1","tilgovi","2014-08-16 04:26:34"
"852","wayhome","2014-08-14 03:33:38","open","2","",""
"850","silarsis","2014-08-12 23:58:04","closed","1","tilgovi","2014-08-13 22:23:57"
"849","hebertjulio","2014-08-12 19:19:28","closed","1","matrixise","2014-08-12 19:23:50"
"846","berkerpeksag","2014-08-11 04:23:42","closed","1","",""
"843","msabramo","2014-08-08 05:40:18","closed","1","berkerpeksag","2014-08-08 05:52:05"
"842","mulka","2014-08-07 19:03:20","closed","1","berkerpeksag","2014-08-07 20:01:45"
"839","alq666","2014-08-03 21:27:30","closed","3","tilgovi","2014-08-05 07:26:36"
"838","mgood","2014-08-03 20:45:45","closed","2","tilgovi","2014-08-05 07:26:40"
"835","zytek","2014-07-30 23:32:45","closed","1","tilgovi","2014-07-31 06:09:16"
"833","wooparadog","2014-07-30 10:34:10","closed","3","",""
"831","benoitc","2014-07-28 09:53:34","closed","2","",""
"828","danielquinn","2014-07-26 20:43:34","closed","0","berkerpeksag","2014-07-26 20:48:48"
"826","benoitc","2014-07-26 07:08:05","closed","1","benoitc","2014-07-26 09:42:12"
"823","asvetlov","2014-07-23 04:34:20","closed","1","asvetlov","2014-07-24 06:03:10"
"821","irachex","2014-07-16 17:08:17","closed","1","",""
"817","tilgovi","2014-07-12 19:46:17","closed","1","benoitc","2014-07-13 04:25:26"
"813","methane","2014-07-03 15:59:23","closed","1","benoitc","2014-07-03 20:09:24"
"812","tkornai","2014-07-01 12:16:46","closed","11","",""
"809","berkerpeksag","2014-06-28 19:17:09","closed","1","benoitc","2014-07-26 09:24:01"
"807","berkerpeksag","2014-06-28 04:03:48","closed","1","benoitc","2014-06-28 14:44:44"
"806","davisp","2014-06-26 19:33:25","closed","1","tilgovi","2014-06-26 20:19:48"
"801","asvetlov","2014-06-22 12:23:58","closed","1","asvetlov","2014-06-23 18:10:24"
"799","graingert","2014-06-19 12:00:57","closed","1","benoitc","2014-06-20 09:54:16"
"795","berkerpeksag","2014-06-16 11:03:28","closed","1","asvetlov","2014-06-16 11:55:13"
"794","rhyspowell","2014-06-16 06:57:15","closed","1","berkerpeksag","2014-06-16 07:16:31"
"793","tkornai","2014-06-15 18:49:05","closed","10","",""
"789","benoitc","2014-06-14 08:12:24","closed","2","benoitc","2014-06-16 19:53:44"
"786","zeezooz","2014-06-13 11:43:25","closed","0","benoitc","2014-06-13 20:40:03"
"782","berkerpeksag","2014-06-12 17:32:54","closed","1","berkerpeksag","2014-06-13 11:27:56"
"781","berkerpeksag","2014-06-12 15:37:32","closed","1","asvetlov","2014-06-12 21:19:32"
"775","fafhrd91","2014-06-07 03:29:56","closed","1","asvetlov","2014-06-09 11:44:24"
"774","mattbillenstein","2014-06-05 01:21:32","closed","1","tilgovi","2014-06-05 21:49:28"
"772","fillest","2014-06-02 23:59:02","closed","1","benoitc","2014-06-07 13:13:53"
"770","dwagon","2014-06-01 22:09:08","closed","1","tilgovi","2014-11-18 03:03:01"
"768","benoitc","2014-06-01 09:25:03","closed","1","tilgovi","2014-06-01 17:11:45"
"767","benoitc","2014-05-31 10:08:57","closed","1","",""
"766","phelian","2014-05-29 20:14:06","closed","1","",""
"764","mattrobenolt","2014-05-27 03:24:14","closed","1","tilgovi","2014-05-27 21:12:34"
"763","mattrobenolt","2014-05-27 03:20:19","closed","1","tilgovi","2014-05-27 21:12:20"
"761","berkerpeksag","2014-05-22 06:23:54","closed","1","tilgovi","2014-05-22 06:41:57"
"760","ghost","2014-05-21 22:49:53","closed","0","tilgovi","2014-05-22 05:44:24"
"757","berkerpeksag","2014-05-18 00:01:30","closed","1","tilgovi","2014-05-18 00:03:20"
"756","berkerpeksag","2014-05-17 23:01:37","closed","1","tilgovi","2014-05-17 23:44:30"
"755","berkerpeksag","2014-05-17 22:30:54","closed","1","tilgovi","2014-05-17 23:42:50"
"754","berkerpeksag","2014-05-17 22:01:49","closed","1","benoitc","2014-05-17 22:06:37"
"753","berkerpeksag","2014-05-17 20:59:41","closed","1","benoitc","2014-05-17 22:06:08"
"752","berkerpeksag","2014-05-15 20:40:10","closed","1","tilgovi","2014-05-17 21:35:29"
