"number","created_by","created_at","state","closed_by","closed_at"
"1777","Pudibundus","2015-07-01 12:44:48","closed","Pudibundus","2015-07-01 12:45:25"
"1776","guanidene","2015-06-30 15:30:05","closed","justinmayer","2015-07-04 14:56:43"
"1775","alexras","2015-06-28 07:23:20","closed","alexras","2015-06-28 21:11:34"
"1774","alexras","2015-06-28 07:19:30","closed","alexras","2015-06-28 07:21:58"
"1773","afedulov","2015-06-26 14:12:42","closed","justinmayer","2015-06-26 16:51:11"
"1772","vipzrx","2015-06-26 08:47:03","closed","vipzrx","2015-06-26 08:53:02"
"1771","cdutson","2015-06-21 05:56:13","closed","justinmayer","2016-09-11 19:43:13"
"1770","ehashman","2015-06-21 03:19:34","closed","justinmayer","2015-06-22 17:07:10"
"1769","sanfx","2015-06-20 15:22:10","closed","sanfx","2015-06-21 16:25:07"
"1768","jo-tham","2015-06-19 18:51:09","closed","justinmayer","2015-07-11 17:42:45"
"1767","ingwinlu","2015-06-19 17:34:10","closed","justinmayer","2015-08-02 15:59:08"
"1766","ingwinlu","2015-06-19 17:33:15","closed","justinmayer","2015-06-23 16:35:45"
"1765","xh84","2015-06-19 11:43:19","closed","justinmayer","2016-09-11 19:44:28"
"1764","ingwinlu","2015-06-19 09:38:51","closed","justinmayer","2015-06-28 20:29:23"
"1763","xh84","2015-06-19 01:36:41","closed","justinmayer","2015-07-27 16:32:18"
"1762","danmackinlay","2015-06-18 11:46:12","open","",""
"1761","leaveye","2015-06-17 03:31:08","closed","justinmayer","2016-09-11 19:47:04"
"1760","jml","2015-06-16 21:35:23","closed","justinmayer","2015-06-27 15:58:37"
"1759","valhallasw","2015-06-16 18:34:37","open","",""
"1758","ingwinlu","2015-06-16 09:47:00","closed","justinmayer","2015-06-28 20:29:23"
"1757","asmaier","2015-06-14 21:07:11","closed","justinmayer","2015-07-27 16:37:58"
"1756","avaris","2015-06-12 21:22:41","closed","justinmayer","2015-06-13 19:55:28"
"1755","ingwinlu","2015-06-11 17:53:19","closed","justinmayer","2015-06-12 18:31:06"
"1754","xh84","2015-06-11 13:44:09","closed","justinmayer","2015-06-11 13:47:48"
"1753","ingwinlu","2015-06-09 19:59:21","closed","justinmayer","2015-08-25 02:27:25"
"1752","ingwinlu","2015-06-08 05:30:05","closed","justinmayer","2015-08-25 02:27:25"
"1751","gsportelli","2015-06-08 00:50:42","closed","justinmayer","2016-09-30 12:53:19"
"1750","raymestalez","2015-06-07 09:24:45","closed","raymestalez","2015-06-07 09:34:23"
"1749","ingwinlu","2015-06-06 16:28:11","open","",""
"1748","ingwinlu","2015-06-06 14:40:59","open","",""
"1747","ingwinlu","2015-06-06 13:36:22","closed","justinmayer","2015-06-09 15:42:51"
"1746","abrahamvarricatt","2015-06-05 17:00:04","closed","justinmayer","2015-06-07 18:00:20"
"1745","ingwinlu","2015-06-04 08:48:50","closed","ingwinlu","2015-07-04 09:58:46"
"1744","jonathan-s","2015-06-03 22:38:03","open","",""
"1743","avaris","2015-06-03 21:12:20","closed","justinmayer","2015-06-08 13:50:08"
"1742","jonathan-s","2015-06-03 20:33:17","closed","justinmayer","2015-06-15 22:06:36"
"1741","abrahamvarricatt","2015-06-03 17:14:43","closed","justinmayer","2016-10-22 21:03:57"
"1740","ingwinlu","2015-06-03 07:05:08","closed","justinmayer","2015-06-11 14:27:41"
"1739","jonathan-s","2015-06-02 19:33:46","closed","jonathan-s","2015-06-03 07:59:36"
"1738","jonathan-s","2015-06-01 20:02:16","closed","justinmayer","2015-06-15 22:08:46"
"1737","ingwinlu","2015-06-01 18:42:27","closed","justinmayer","2015-06-02 16:28:30"
"1736","vmarkovtsev","2015-06-01 17:44:26","closed","justinmayer","2015-06-02 15:47:23"
"1735","EliRibble","2015-05-28 22:48:49","closed","justinmayer","2016-09-11 19:52:37"
"1734","arqeco","2015-05-28 18:36:53","closed","justinmayer","2015-06-15 22:09:45"
"1733","dmgl","2015-05-26 22:29:04","closed","dmgl","2015-06-01 20:03:42"
"1732","b1az","2015-05-26 11:58:13","closed","b1az","2015-05-27 07:44:44"
"1731","Anshik","2015-05-26 02:22:36","closed","justinmayer","2015-05-26 04:00:05"
"1730","reee","2015-05-25 15:01:11","closed","reee","2015-05-25 15:03:54"
"1729","randomhammer","2015-05-24 23:28:49","closed","justinmayer","2016-08-01 18:52:59"
"1728","jonathan-s","2015-05-24 16:00:09","closed","justinmayer","2015-05-27 15:13:21"
"1727","alexwlchan","2015-05-24 12:08:53","closed","justinmayer","2015-05-25 06:53:45"
"1726","StevenMaude","2015-05-24 10:35:00","closed","justinmayer","2015-06-04 22:27:22"
"1725","vtbassmatt","2015-05-22 13:16:02","closed","vtbassmatt","2015-05-23 02:57:28"
"1724","fernandezcuesta","2015-05-20 08:46:18","closed","fernandezcuesta","2015-08-26 07:31:43"
"1723","ionelmc","2015-05-17 13:35:32","closed","ionelmc","2015-06-15 09:16:51"
"1722","ionelmc","2015-05-16 15:41:02","closed","justinmayer","2015-06-15 22:12:06"
"1721","ghost","2015-05-14 15:20:08","closed","","2015-05-14 17:09:00"
"1720","ingwinlu","2015-05-13 20:03:16","closed","justinmayer","2015-05-13 21:15:04"
"1719","ingwinlu","2015-05-13 17:56:58","closed","ingwinlu","2015-05-13 20:09:51"
"1718","ionelmc","2015-05-11 23:55:50","closed","justinmayer","2015-05-12 07:51:40"
"1717","ionelmc","2015-05-11 23:44:30","closed","justinmayer","2015-05-12 07:51:43"
"1716","foresto","2015-05-10 04:22:01","closed","justinmayer","2015-05-10 14:35:49"
"1715","foresto","2015-05-08 20:43:52","closed","justinmayer","2015-05-09 21:42:09"
"1714","debugger22","2015-05-08 06:59:57","closed","justinmayer","2015-06-15 22:12:26"
"1713","lgwapnitsky","2015-05-08 00:34:45","closed","justinmayer","2015-05-08 09:13:45"
"1712","anthony-dandrea","2015-05-07 18:35:14","closed","anthony-dandrea","2015-05-07 22:12:26"
"1711","bkfunk","2015-05-06 15:24:17","closed","justinmayer","2015-06-12 18:31:06"
"1710","jason-s","2015-05-03 20:02:54","open","",""
"1709","debugger22","2015-05-01 12:47:34","closed","justinmayer","2016-09-11 19:57:00"
"1708","iksteen","2015-04-29 13:16:51","closed","justinmayer","2015-04-29 14:01:38"
"1707","arqeco","2015-04-28 03:59:43","closed","justinmayer","2016-09-11 19:58:02"
"1706","whypro","2015-04-26 15:04:50","closed","whypro","2015-04-28 14:03:12"
"1705","gldnspud","2015-04-23 18:37:46","closed","justinmayer","2015-05-01 21:59:27"
"1704","georgevreilly","2015-04-21 21:40:59","open","",""
"1703","ingwinlu","2015-04-20 10:29:07","closed","justinmayer","2015-05-13 21:19:24"
"1702","brechtm","2015-04-17 09:18:36","closed","justinmayer","2015-06-15 22:15:07"
"1701","avaris","2015-04-16 23:43:44","closed","justinmayer","2015-04-29 13:58:50"
"1700","avaris","2015-04-16 23:07:14","closed","justinmayer","2015-04-29 14:06:19"
"1699","Natim","2015-04-15 10:22:35","closed","Natim","2015-04-16 09:03:43"
"1698","avaris","2015-04-14 19:27:46","closed","justinmayer","2015-04-15 08:07:33"
"1697","Armonth","2015-04-14 08:33:12","closed","justinmayer","2015-06-15 22:16:14"
"1696","dmd","2015-04-13 15:13:14","closed","justinmayer","2015-04-18 08:12:46"
"1695","bjo81","2015-04-13 13:06:39","closed","justinmayer","2015-04-15 08:07:37"
"1694","chaoflow","2015-04-12 06:17:33","closed","justinmayer","2016-09-11 19:59:09"
"1693","zackw","2015-04-11 21:44:46","closed","justinmayer","2015-06-10 18:54:29"
"1692","zackw","2015-04-11 21:38:02","closed","justinmayer","2015-06-15 22:17:54"
"1691","ingwinlu","2015-04-11 20:48:11","closed","justinmayer","2015-04-28 05:08:01"
"1690","ingwinlu","2015-04-11 13:32:02","closed","justinmayer","2015-05-13 16:37:19"
"1689","smartass101","2015-04-11 02:26:49","closed","justinmayer","2015-06-09 15:56:28"
"1688","ingwinlu","2015-04-10 07:07:37","closed","ingwinlu","2015-04-11 13:32:10"
"1687","ingwinlu","2015-04-10 07:04:47","closed","justinmayer","2015-04-11 08:28:55"
"1686","mrwonko","2015-04-10 00:14:55","closed","justinmayer","2015-04-29 14:06:22"
"1685","debugger22","2015-04-09 18:17:06","closed","debugger22","2015-04-09 18:38:46"
"1684","alb-i986","2015-04-08 01:37:21","open","",""
"1683","alb-i986","2015-04-08 01:36:55","closed","justinmayer","2015-04-30 21:51:08"
"1682","kusumasuresh","2015-04-07 12:45:02","closed","justinmayer","2015-06-15 22:18:08"
"1681","ingwinlu","2015-04-06 12:34:47","closed","justinmayer","2015-04-17 12:40:31"
"1680","ingwinlu","2015-04-06 07:55:38","closed","justinmayer","2015-04-09 01:01:56"
"1679","avaris","2015-04-03 23:18:19","closed","justinmayer","2015-04-05 01:32:05"
"1678","skettlitz","2015-04-02 12:11:04","open","",""
"1677","skettlitz","2015-04-02 10:23:31","closed","skettlitz","2015-04-02 11:51:47"
"1676","shireenrao","2015-03-30 17:19:44","closed","shireenrao","2015-04-01 13:33:33"
"1675","fuzzmz","2015-03-26 21:24:37","closed","fuzzmz","2015-03-27 07:31:47"
"1674","johnwheeler","2015-03-26 20:36:35","closed","justinmayer","2015-07-27 16:29:23"
"1673","btnpushnmunky","2015-03-25 15:26:53","closed","justinmayer","2015-03-25 19:05:15"
"1672","industrie13","2015-03-24 22:54:28","closed","industrie13","2015-05-18 15:34:38"
"1671","abrahamvarricatt","2015-03-24 07:43:44","closed","justinmayer","2015-03-25 16:06:20"
"1670","jo-tham","2015-03-24 02:56:53","closed","jo-tham","2015-03-25 00:30:05"
"1669","zackw","2015-03-22 01:57:40","closed","justinmayer","2015-06-06 16:17:52"
"1668","dsteuer","2015-03-18 14:28:16","closed","dsteuer","2015-03-18 15:02:13"
"1667","mwcz","2015-03-18 03:26:27","closed","mwcz","2015-03-18 18:19:39"
"1666","zackw","2015-03-18 03:20:07","closed","justinmayer","2015-06-15 22:08:06"
"1665","ZjjConan","2015-03-17 03:25:43","closed","justinmayer","2015-03-21 01:59:47"
"1664","syndbg","2015-03-16 23:23:48","closed","justinmayer","2015-03-23 17:31:03"
"1663","avaris","2015-03-14 17:44:02","closed","justinmayer","2015-03-15 16:44:55"
"1662","iKevinY","2015-03-14 06:04:27","closed","justinmayer","2015-03-14 16:19:20"
"1661","robertlagrant","2015-03-13 11:55:52","closed","smartass101","2015-03-13 14:23:07"
"1660","mrunge","2015-03-10 07:41:57","closed","justinmayer","2015-03-10 14:03:46"
"1659","giovtorres","2015-03-09 18:30:07","closed","giovtorres","2016-01-15 15:09:19"
"1658","iKevinY","2015-03-07 09:01:13","closed","justinmayer","2015-03-10 14:04:31"
"1657","mitchtbaum","2015-03-07 04:42:07","open","",""
"1656","mitchtbaum","2015-03-07 04:20:46","open","",""
"1655","mitchtbaum","2015-03-06 22:55:24","open","",""
"1654","mitchtbaum","2015-03-06 22:54:22","closed","mitchtbaum","2015-03-06 22:54:30"
"1653","avaris","2015-03-06 21:54:11","closed","justinmayer","2015-03-11 18:56:32"
"1652","justinmayer","2015-03-06 18:37:28","closed","justinmayer","2015-06-15 22:23:41"
"1651","Armonth","2015-03-06 16:56:09","closed","justinmayer","2016-09-11 20:00:26"
"1650","glyph","2015-03-06 06:45:44","closed","glyph","2015-03-06 06:51:35"
"1649","lgwapnitsky","2015-03-06 02:10:07","closed","justinmayer","2015-05-14 18:23:26"
"1648","sanjayankur31","2015-03-05 18:50:48","closed","justinmayer","2015-03-07 05:35:59"
"1647","rajbala","2015-03-04 17:21:53","closed","justinmayer","2015-06-13 19:55:32"
"1646","rajbala","2015-03-03 17:23:21","closed","justinmayer","2015-03-03 18:00:41"
"1645","iKevinY","2015-03-01 00:16:39","closed","justinmayer","2015-03-05 20:07:31"
"1644","fragfutter","2015-02-28 12:49:01","open","",""
"1643","bubenkoff","2015-02-28 12:12:02","closed","justinmayer","2016-09-30 15:23:43"
"1642","iKevinY","2015-02-26 08:03:34","closed","justinmayer","2015-02-27 01:20:11"
"1641","raymestalez","2015-02-26 00:36:57","closed","raymestalez","2015-02-27 11:13:32"
"1640","luzfcb","2015-02-24 00:05:35","closed","luzfcb","2015-02-24 19:40:44"
"1639","luzfcb","2015-02-23 23:57:10","closed","justinmayer","2015-06-15 22:24:31"
"1638","kernc","2015-02-23 22:31:10","closed","justinmayer","2015-11-30 17:32:12"
"1637","pkirk","2015-02-23 19:14:20","closed","justinmayer","2015-02-24 15:45:05"
"1636","kernc","2015-02-23 03:52:58","closed","kernc","2015-06-08 08:54:23"
"1635","SkyLothar","2015-02-22 08:30:42","closed","justinmayer","2015-03-22 02:13:16"
"1634","mgiaco","2015-02-21 15:42:44","closed","justinmayer","2015-03-07 16:59:52"
"1633","caizixian","2015-02-20 13:50:15","closed","caizixian","2015-02-20 14:07:52"
"1632","foresto","2015-02-19 20:28:32","closed","justinmayer","2015-02-27 13:33:58"
"1631","foresto","2015-02-19 20:26:01","closed","justinmayer","2015-02-27 13:34:01"
"1630","robertlagrant","2015-02-19 10:38:22","closed","smartass101","2015-03-13 14:23:11"
"1629","avaris","2015-02-18 01:51:41","closed","justinmayer","2015-02-18 02:03:57"
"1628","tohuw","2015-02-16 02:03:33","closed","tohuw","2015-02-16 15:23:36"
"1627","johnmastro","2015-02-13 00:30:18","closed","justinmayer","2015-02-13 15:31:48"
"1626","vlcinsky","2015-02-12 21:35:47","open","",""
"1625","linickx","2015-02-12 20:48:21","open","",""
"1624","cbron","2015-02-12 17:41:01","closed","cbron","2015-02-12 19:33:12"
"1623","avaris","2015-02-11 03:22:20","closed","justinmayer","2015-02-11 03:31:58"
"1622","patrickfournier","2015-02-10 19:57:47","closed","justinmayer","2015-02-25 17:35:06"
"1621","iKevinY","2015-02-10 01:30:47","closed","justinmayer","2015-02-16 17:11:11"
"1620","nfarrar","2015-02-09 17:55:38","closed","justinmayer","2015-02-16 17:11:11"
"1619","nfarrar","2015-02-09 16:52:38","closed","justinmayer","2015-03-07 17:01:53"
"1618","ionelmc","2015-02-08 17:14:46","closed","justinmayer","2015-07-10 18:34:44"
"1617","pxquim","2015-02-07 18:35:02","closed","justinmayer","2015-04-06 01:51:13"
"1616","kernc","2015-02-07 15:14:10","closed","justinmayer","2015-02-11 18:48:51"
"1615","blanche","2015-02-07 10:22:57","open","",""
"1614","Carreau","2015-02-06 22:30:21","closed","justinmayer","2015-02-09 00:50:37"
"1613","yw5aj","2015-02-06 02:17:07","closed","yw5aj","2015-02-06 04:00:01"
"1612","machow","2015-02-04 16:57:55","open","",""
"1611","sscherfke","2015-02-03 08:58:17","closed","justinmayer","2015-02-03 15:47:52"
"1610","foresto","2015-02-03 04:33:17","closed","justinmayer","2015-02-27 01:20:11"
"1609","ionelmc","2015-02-02 07:36:33","closed","justinmayer","2015-07-10 18:38:10"
"1608","abackstrom","2015-02-01 21:47:09","closed","justinmayer","2015-02-17 19:21:51"
"1607","arulrajnet","2015-02-01 08:39:01","closed","justinmayer","2015-02-07 14:55:48"
"1606","KCastiglione","2015-01-31 19:38:30","closed","justinmayer","2015-02-18 17:21:35"
"1605","fenekku","2015-01-30 05:56:47","closed","fenekku","2015-01-30 17:41:09"
"1604","jniggemann","2015-01-27 12:51:24","closed","jniggemann","2015-01-27 13:41:48"
"1603","ltiao","2015-01-27 10:45:24","closed","justinmayer","2015-01-27 22:44:12"
"1602","ltiao","2015-01-27 10:42:50","closed","justinmayer","2015-03-31 23:05:40"
"1601","patrickjohncollins","2015-01-26 10:44:29","open","",""
"1600","denydias","2015-01-24 23:47:17","closed","denydias","2015-01-25 23:54:07"
"1599","mothsART","2015-01-22 22:49:11","open","",""
"1598","magnunleno","2015-01-22 03:01:00","closed","justinmayer","2015-05-16 19:00:15"
"1597","avaris","2015-01-21 23:24:16","closed","justinmayer","2015-01-27 01:48:45"
"1596","ludbek","2015-01-20 15:48:35","closed","ludbek","2015-01-21 01:13:09"
"1595","ghost","2015-01-18 14:16:26","closed","justinmayer","2015-11-05 20:38:18"
"1594","Totktonada","2015-01-18 13:44:10","closed","justinmayer","2016-09-23 20:06:28"
"1593","iKevinY","2015-01-18 02:21:40","closed","justinmayer","2015-02-17 18:41:07"
"1592","ingwinlu","2015-01-17 16:53:04","closed","justinmayer","2015-02-17 18:49:57"
"1591","mfa","2015-01-15 16:43:22","closed","mfa","2015-01-16 15:48:43"
"1590","sunzhongwei","2015-01-15 01:49:35","closed","justinmayer","2015-02-07 04:19:33"
"1589","shrayasr","2015-01-12 03:45:16","closed","justinmayer","2015-01-12 04:00:59"
"1588","dhermes","2015-01-10 21:31:49","closed","justinmayer","2015-01-10 23:59:32"
"1587","rawrgulmuffins","2015-01-10 02:37:19","closed","justinmayer","2015-06-15 22:28:10"
"1586","shrayasr","2015-01-09 19:03:03","closed","justinmayer","2015-01-12 03:27:58"
"1585","jniggemann","2015-01-08 13:00:05","closed","jniggemann","2015-01-08 13:05:02"
"1584","kommit","2015-01-06 17:46:10","closed","kommit","2015-01-07 14:17:49"
"1583","ingwinlu","2015-01-05 11:39:11","closed","justinmayer","2015-01-08 17:36:26"
"1582","ingwinlu","2015-01-05 11:03:58","closed","justinmayer","2015-02-17 19:11:14"
"1581","georgevreilly","2015-01-05 03:20:55","closed","justinmayer","2015-02-18 01:06:19"
"1580","Nevralgeek","2015-01-04 19:50:36","closed","justinmayer","2015-03-07 17:01:03"
"1579","metakermit","2015-01-03 08:24:55","closed","justinmayer","2015-01-03 17:26:58"
"1578","iKevinY","2015-01-02 09:23:08","closed","kylef","2015-01-26 21:48:54"
"1577","ehashman","2015-01-02 07:14:12","closed","smartass101","2015-01-02 08:41:57"
"1576","webglider","2015-01-01 20:04:01","open","",""
"1575","bsdlp","2014-12-31 04:47:54","closed","bsdlp","2014-12-31 22:20:21"
"1574","hydrogen18","2014-12-31 01:22:51","closed","justinmayer","2015-03-07 17:00:47"
"1573","sylvinus","2014-12-30 18:05:19","open","",""
"1572","ehashman","2014-12-30 08:07:52","closed","justinmayer","2015-06-22 17:09:36"
"1571","liukeyou","2014-12-29 16:25:42","closed","justinmayer","2014-12-30 19:49:28"
"1570","PabloCastellano","2014-12-29 01:37:56","closed","justinmayer","2015-02-18 17:44:30"
"1569","joshua-huh","2014-12-27 05:38:10","closed","justinmayer","2016-09-11 22:11:49"
"1568","kernc","2014-12-26 22:04:38","closed","kernc","2016-08-16 01:12:55"
"1567","webglider","2014-12-24 11:57:21","closed","justinmayer","2014-12-28 23:10:52"
"1566","recursify","2014-12-23 21:16:45","closed","justinmayer","2015-05-16 18:59:58"
"1565","jniggemann","2014-12-19 10:02:15","closed","jniggemann","2015-01-14 10:27:45"
"1564","rfleschenberg","2014-12-18 14:55:29","open","",""
"1563","jniggemann","2014-12-17 16:59:07","closed","jniggemann","2014-12-19 09:08:19"
"1562","42hrs","2014-12-16 23:31:54","closed","42hrs","2014-12-17 20:19:33"
"1561","iKevinY","2014-12-15 19:06:27","closed","justinmayer","2015-01-15 18:17:16"
"1560","FedericoCeratto","2014-12-15 17:55:57","open","",""
"1559","bugcy013","2014-12-14 03:29:40","closed","justinmayer","2015-01-25 18:58:12"
"1558","drpaneas","2014-12-14 03:02:17","closed","justinmayer","2015-01-25 18:57:55"
"1557","zopyx","2014-12-09 09:38:30","closed","justinmayer","2015-01-25 18:57:38"
"1556","Klar","2014-12-08 11:06:32","closed","Klar","2014-12-08 17:54:21"
"1555","adrianandreias","2014-12-08 09:48:08","closed","adrianandreias","2014-12-08 21:27:45"
"1554","adrianandreias","2014-12-06 20:50:01","closed","justinmayer","2016-09-11 22:14:15"
"1553","saaj","2014-12-06 18:42:25","closed","justinmayer","2015-06-15 22:34:18"
"1552","ajferrick","2014-12-04 07:53:27","closed","justinmayer","2016-08-01 19:05:20"
"1551","farseerfc","2014-12-01 09:11:52","closed","farseerfc","2014-12-01 09:45:31"
"1550","georgevreilly","2014-11-28 23:45:06","closed","justinmayer","2014-12-06 16:25:19"
"1549","jelenak","2014-11-28 20:36:56","closed","justinmayer","2015-01-25 18:57:14"
"1548","lathan","2014-11-25 21:38:57","closed","justinmayer","2015-01-16 03:16:33"
"1547","zackw","2014-11-25 17:21:21","closed","justinmayer","2015-03-11 18:56:32"
"1546","lathan","2014-11-25 15:40:55","closed","justinmayer","2014-11-25 15:56:42"
"1545","tchappui","2014-11-25 08:50:18","closed","justinmayer","2015-07-10 18:40:43"
"1544","znotdead","2014-11-23 18:46:54","closed","justinmayer","2015-06-15 22:35:26"
"1543","kernc","2014-11-21 22:26:08","open","",""
"1542","yysfire","2014-11-21 06:37:09","closed","justinmayer","2015-03-07 16:58:17"
"1541","danmackinlay","2014-11-20 13:01:57","closed","justinmayer","2015-02-16 18:45:50"
"1540","lmontopo","2014-11-18 15:20:18","closed","lmontopo","2014-11-18 17:27:49"
"1539","rndmh3ro","2014-11-18 13:37:47","closed","justinmayer","2014-12-06 16:26:50"
"1538","notetau","2014-11-18 12:11:42","open","",""
"1537","omasanori","2014-11-18 10:51:01","closed","justinmayer","2014-12-06 16:28:28"
"1536","webinista","2014-11-18 08:50:23","closed","justinmayer","2014-12-11 16:24:00"
"1535","foresto","2014-11-18 04:35:43","closed","justinmayer","2016-09-11 22:15:28"
"1534","kernc","2014-11-17 11:10:21","closed","kernc","2014-11-17 17:34:31"
"1533","kernc","2014-11-17 06:00:19","closed","justinmayer","2015-02-18 17:14:37"
"1532","22decembre","2014-11-15 19:02:22","closed","justinmayer","2015-05-14 18:24:23"
"1531","charlesfleche","2014-11-13 13:46:49","closed","justinmayer","2016-09-11 22:16:45"
"1530","Sethathi","2014-11-11 13:39:48","closed","justinmayer","2015-05-21 08:10:37"
"1529","williame","2014-11-11 08:54:47","closed","justinmayer","2015-03-07 16:58:03"
"1528","williame","2014-11-11 08:52:35","closed","smartass101","2014-11-11 09:39:27"
"1527","OrangeTux","2014-11-10 09:16:31","closed","OrangeTux","2014-11-10 14:52:58"
"1526","OrangeTux","2014-11-10 08:48:52","closed","OrangeTux","2014-11-10 14:51:26"
"1525","tonyseek","2014-11-10 03:58:56","closed","justinmayer","2014-12-11 16:19:33"
"1524","Undeterminant","2014-11-10 03:56:44","closed","justinmayer","2015-07-27 16:37:38"
"1523","sylvinus","2014-11-10 02:04:33","closed","justinmayer","2014-12-01 18:00:09"
"1522","sylvinus","2014-11-10 01:57:47","closed","kylef","2015-03-06 19:00:14"
"1521","iKevinY","2014-11-06 07:24:30","closed","justinmayer","2015-02-18 02:59:04"
"1520","justinmayer","2014-11-04 21:27:11","closed","justinmayer","2015-03-08 04:32:48"
"1519","skyfox","2014-11-03 17:15:27","closed","skyfox","2014-12-03 18:27:04"
"1518","iKevinY","2014-11-02 22:20:18","closed","justinmayer","2014-11-02 22:52:40"
"1517","szhorvat","2014-11-02 19:43:01","closed","justinmayer","2015-06-15 22:39:43"
"1516","foresto","2014-11-01 22:48:00","closed","justinmayer","2014-11-04 22:42:27"
"1515","foresto","2014-11-01 06:09:26","closed","justinmayer","2015-03-27 08:14:16"
"1514","foresto","2014-11-01 05:52:30","closed","justinmayer","2015-03-27 08:14:21"
"1513","szhorvat","2014-10-29 23:30:45","closed","smartass101","2015-01-02 08:42:00"
"1512","justinmayer","2014-10-23 14:38:36","closed","justinmayer","2014-11-02 22:53:14"
"1511","olivierverdier","2014-10-20 13:30:15","closed","justinmayer","2014-10-22 23:00:39"
"1510","stevepiercy","2014-10-19 21:27:50","closed","justinmayer","2016-08-17 00:03:58"
"1509","foresto","2014-10-18 21:26:06","closed","justinmayer","2014-11-01 21:34:33"
"1508","arqeco","2014-10-17 18:11:26","closed","justinmayer","2016-09-30 13:05:46"
"1507","dairiki","2014-10-16 14:12:36","closed","justinmayer","2014-12-06 16:35:43"
"1506","darkmorpher","2014-10-16 04:39:01","closed","justinmayer","2015-03-07 16:57:24"
"1505","arqeco","2014-10-15 22:05:56","closed","arqeco","2014-10-17 18:02:04"
"1504","horstjens","2014-10-15 16:45:45","closed","justinmayer","2015-02-05 03:17:48"
"1503","ranqiangjun","2014-10-15 11:59:28","closed","justinmayer","2015-03-30 23:24:30"
"1502","weijianwen","2014-10-14 11:21:19","closed","weijianwen","2014-10-18 16:14:23"
"1501","foresto","2014-10-13 05:16:58","closed","justinmayer","2014-11-02 20:09:24"
"1500","foresto","2014-10-13 05:00:09","closed","justinmayer","2014-11-02 20:09:27"
"1499","matrixise","2014-10-12 11:38:47","closed","justinmayer","2014-11-04 00:03:30"
"1498","sylvinus","2014-10-11 15:18:35","open","",""
"1497","ghost","2014-10-11 06:04:49","closed","justinmayer","2015-05-25 06:50:23"
"1496","mlissner","2014-10-09 19:43:37","closed","mlissner","2014-10-14 18:56:48"
"1495","mlissner","2014-10-09 19:25:47","closed","justinmayer","2016-12-03 22:35:59"
"1494","foresto","2014-10-09 05:26:28","closed","justinmayer","2016-09-11 22:17:41"
"1493","mlissner","2014-10-09 02:37:06","closed","justinmayer","2015-06-15 22:43:23"
"1492","lumbric","2014-10-06 17:49:08","closed","lumbric","2014-10-07 19:02:16"
"1491","foresto","2014-10-06 03:22:22","closed","justinmayer","2015-03-25 15:38:05"
"1490","foresto","2014-10-05 19:47:20","closed","foresto","2014-10-06 03:03:37"
"1489","bugnano","2014-10-03 12:22:41","closed","justinmayer","2015-05-21 07:59:16"
"1488","mitchtbaum","2014-10-01 19:58:28","open","mitchtbaum",""
"1487","foresto","2014-10-01 09:07:16","closed","kylef","2014-10-04 18:27:38"
"1486","foresto","2014-10-01 01:49:49","closed","foresto","2014-10-05 20:29:21"
"1485","foresto","2014-09-30 06:28:59","closed","foresto","2014-09-30 17:23:13"
"1484","ingwinlu","2014-09-29 21:40:36","closed","justinmayer","2014-10-10 18:15:33"
"1483","mrkeuz","2014-09-29 04:03:48","closed","justinmayer","2014-09-30 17:52:39"
"1482","DirkR","2014-09-27 20:36:15","closed","justinmayer","2015-03-07 16:53:37"
"1481","hrbonz","2014-09-27 16:47:13","closed","justinmayer","2015-03-24 16:57:32"
"1480","petitpimousse","2014-09-25 09:58:44","closed","justinmayer","2015-06-15 22:44:10"
"1479","FuzzyWuzzie","2014-09-25 03:32:23","closed","justinmayer","2015-06-15 22:46:28"
"1478","areyoutoo","2014-09-24 23:24:35","closed","kylef","2015-01-26 21:49:32"
"1477","ratulotron","2014-09-24 19:32:42","closed","justinmayer","2016-09-30 14:53:36"
"1476","areyoutoo","2014-09-24 00:58:30","closed","justinmayer","2016-05-24 15:21:38"
"1475","RossMerriam","2014-09-23 06:58:05","closed","justinmayer","2015-02-05 03:18:37"
"1474","steinsag","2014-09-22 20:53:08","closed","steinsag","2014-09-23 20:35:03"
"1473","ingwinlu","2014-09-22 14:37:14","closed","justinmayer","2014-09-22 15:08:26"
"1472","tyleha","2014-09-20 01:51:40","closed","justinmayer","2014-09-30 17:46:08"
"1471","roidelapluie","2014-09-19 08:13:18","closed","justinmayer","2015-05-06 11:13:48"
"1470","avaris","2014-09-19 00:11:09","closed","justinmayer","2014-09-19 02:07:00"
"1469","foresto","2014-09-18 23:38:06","closed","justinmayer","2015-03-25 15:38:10"
"1468","barrysteyn","2014-09-16 20:09:18","closed","justinmayer","2016-09-30 14:50:57"
"1467","barrysteyn","2014-09-16 20:05:14","closed","justinmayer","2016-09-30 13:11:58"
"1466","cgar","2014-09-16 00:29:45","closed","justinmayer","2014-11-02 20:20:30"
"1465","davidlesieur","2014-09-16 00:24:18","closed","justinmayer","2016-05-24 10:51:44"
"1464","Naatan","2014-09-15 16:54:43","closed","justinmayer","2016-05-24 15:21:38"
"1463","teh","2014-09-14 21:20:20","open","",""
"1462","wolfpython","2014-09-13 00:20:44","closed","wolfpython","2014-09-13 07:02:42"
"1461","bradrice","2014-09-12 18:11:45","closed","justinmayer","2014-09-19 13:23:03"
