"number","created_by","created_at","state","commits","merged_by","merged_at"
"1737","pitrou","2016-10-31 19:52:09","closed","17","pitrou","2016-12-08 15:34:14"
"1736","jcrist","2016-10-31 17:16:40","closed","1","jcrist","2016-10-31 18:24:18"
"1734","mrocklin","2016-10-31 13:00:16","closed","1","pitrou","2016-10-31 13:26:34"
"1731","pitrou","2016-10-31 10:39:02","closed","17","mrocklin","2016-11-03 14:17:12"
"1729","sinhrks","2016-10-30 08:55:55","closed","1","mrocklin","2016-10-30 22:07:33"
"1728","sinhrks","2016-10-30 08:19:13","closed","1","mrocklin","2016-11-03 16:30:44"
"1727","sinhrks","2016-10-30 00:47:26","closed","1","mrocklin","2016-10-30 22:06:48"
"1726","sinhrks","2016-10-29 12:27:31","closed","2","mrocklin","2016-10-31 13:49:49"
"1725","sinhrks","2016-10-29 12:23:02","closed","1","mrocklin","2016-10-30 22:06:27"
"1724","sinhrks","2016-10-29 12:19:56","closed","2","mrocklin","2016-10-30 22:06:22"
"1722","mrocklin","2016-10-28 20:41:12","closed","1","mrocklin","2016-10-30 22:05:54"
"1721","jcrist","2016-10-28 19:03:28","closed","1","mrocklin","2016-10-30 22:05:45"
"1717","mrocklin","2016-10-27 20:39:10","closed","1","mrocklin","2016-10-28 20:37:51"
"1716","mrocklin","2016-10-27 19:14:36","closed","3","mrocklin","2016-10-31 15:41:59"
"1715","jcrist","2016-10-27 17:22:20","closed","1","jcrist","2016-10-28 15:53:23"
"1713","JamesJeffryes","2016-10-26 23:15:07","closed","1","",""
"1712","jcrist","2016-10-26 18:55:25","closed","2","jcrist","2016-10-28 15:52:33"
"1711","jcrist","2016-10-26 17:12:19","closed","1","jcrist","2016-10-26 18:06:55"
"1709","mrocklin","2016-10-26 11:00:45","closed","1","mrocklin","2016-10-26 18:02:05"
"1708","mrocklin","2016-10-25 20:50:20","closed","1","mrocklin","2016-10-25 21:36:27"
"1706","TomAugspurger","2016-10-25 20:10:21","closed","1","mrocklin","2016-10-30 22:04:40"
"1702","mrocklin","2016-10-25 13:58:46","closed","1","mrocklin","2016-11-01 22:36:53"
"1697","chmp","2016-10-24 17:36:49","closed","0","jcrist","2016-10-24 18:30:37"
"1693","sinhrks","2016-10-23 13:03:03","closed","1","mrocklin","2016-10-23 13:54:42"
"1692","chmp","2016-10-23 10:12:50","closed","0","mrocklin","2016-11-07 17:16:50"
"1690","mrocklin","2016-10-21 16:07:37","closed","1","mrocklin","2016-10-24 11:48:37"
"1689","crusaderky","2016-10-21 07:50:32","closed","1","",""
"1687","jcrist","2016-10-20 16:04:54","closed","4","jcrist","2016-10-21 17:50:26"
"1682","jcrist","2016-10-19 23:52:06","closed","3","jcrist","2016-10-23 17:09:35"
"1681","jcrist","2016-10-19 17:48:18","closed","1","mrocklin","2016-10-20 01:08:36"
"1679","jcrist","2016-10-19 15:55:20","closed","1","mrocklin","2016-10-20 01:09:35"
"1678","chmp","2016-10-18 22:13:00","closed","0","mrocklin","2016-10-26 12:44:25"
"1675","mrocklin","2016-10-18 12:16:56","closed","1","mrocklin","2016-10-18 18:22:19"
"1674","sinhrks","2016-10-17 22:57:16","closed","1","mrocklin","2016-10-18 18:17:04"
"1670","CJ-Wright","2016-10-17 01:23:34","closed","1","mrocklin","2016-10-17 02:42:14"
"1669","sinhrks","2016-10-16 09:46:02","closed","8","mrocklin","2016-11-03 16:30:34"
"1668","sinhrks","2016-10-16 03:29:00","closed","1","mrocklin","2016-10-18 12:05:28"
"1667","sinhrks","2016-10-16 03:01:41","closed","1","mrocklin","2016-10-17 12:05:55"
"1666","chmp","2016-10-15 15:52:34","closed","0","mrocklin","2016-10-17 12:05:12"
"1665","sinhrks","2016-10-15 07:29:18","closed","3","mrocklin","2016-10-17 12:04:49"
"1664","sinhrks","2016-10-15 06:13:24","closed","3","mrocklin","2016-10-18 12:05:16"
"1663","jcrist","2016-10-14 22:51:28","closed","8","jcrist","2016-10-18 19:28:52"
"1661","mrocklin","2016-10-14 15:17:38","closed","1","mrocklin","2016-10-14 16:30:36"
"1660","mrocklin","2016-10-14 14:37:53","closed","16","mrocklin","2016-10-14 17:43:49"
"1657","pitrou","2016-10-13 13:31:23","closed","2","mrocklin","2016-10-14 14:59:30"
"1655","sinhrks","2016-10-12 23:52:27","closed","1","jcrist","2016-10-13 01:00:58"
"1654","jcrist","2016-10-12 19:33:10","closed","2","jcrist","2016-10-13 17:49:20"
"1653","pitrou","2016-10-12 18:21:21","closed","6","mrocklin","2016-10-14 14:13:28"
"1649","JamesJeffryes","2016-10-12 02:38:22","closed","2","jcrist","2016-10-12 13:58:34"
"1648","pitrou","2016-10-11 16:01:13","closed","1","mrocklin","2016-10-13 12:45:01"
"1646","jcrist","2016-10-11 05:30:47","closed","1","mrocklin","2016-10-11 11:38:44"
"1644","mrocklin","2016-10-10 19:26:25","closed","4","mrocklin","2016-10-13 16:42:21"
"1642","jcrist","2016-10-10 14:44:19","closed","1","jcrist","2016-10-10 15:12:21"
"1639","adamchainz","2016-10-09 20:24:53","closed","1","mrocklin","2016-10-09 21:24:56"
"1638","sinhrks","2016-10-08 23:56:09","closed","1","mrocklin","2016-10-12 21:59:26"
"1637","sinhrks","2016-10-08 23:47:58","closed","6","mrocklin","2017-01-22 14:51:45"
"1636","JamesJeffryes","2016-10-08 23:40:57","closed","0","",""
"1635","sinhrks","2016-10-08 13:03:26","closed","1","mrocklin","2016-10-09 21:21:20"
"1634","sinhrks","2016-10-08 12:27:04","closed","1","mrocklin","2016-10-08 13:55:28"
"1633","sinhrks","2016-10-08 12:25:46","closed","1","mrocklin","2016-10-08 13:55:02"
"1632","jcrist","2016-10-07 21:50:34","closed","2","jcrist","2016-10-08 15:48:50"
"1629","jcrist","2016-10-07 14:20:08","closed","1","jcrist","2016-10-08 15:46:55"
"1626","mrocklin","2016-10-07 01:34:34","closed","1","mrocklin","2016-10-07 02:37:43"
"1625","jcrist","2016-10-06 21:19:38","closed","1","jcrist","2016-10-06 22:51:06"
"1624","jcrist","2016-10-06 19:05:58","closed","2","jcrist","2016-10-06 19:57:50"
"1623","jreback","2016-10-06 18:00:26","closed","1","jcrist","2016-10-06 19:42:44"
"1621","jreback","2016-10-06 12:32:38","closed","2","jcrist","2016-10-06 19:31:25"
"1620","mrocklin","2016-10-05 22:45:38","closed","1","mrocklin","2016-10-06 11:48:17"
"1618","mrocklin","2016-10-05 15:46:51","closed","1","mrocklin","2016-10-05 22:01:26"
"1617","mrocklin","2016-10-05 14:53:07","closed","1","mrocklin","2016-10-05 22:01:03"
"1614","mrocklin","2016-10-04 21:10:06","closed","1","mrocklin","2016-10-05 16:16:08"
"1612","mrocklin","2016-10-04 15:44:15","closed","1","mrocklin","2016-10-05 17:37:50"
"1611","mrocklin","2016-10-04 13:36:32","closed","1","mrocklin","2016-10-05 16:15:59"
"1610","mrocklin","2016-10-04 13:24:07","closed","1","mrocklin","2016-10-05 16:15:46"
"1609","mrocklin","2016-10-04 13:15:27","closed","1","mrocklin","2016-10-04 15:37:24"
"1606","mrocklin","2016-10-03 13:49:49","closed","6","mrocklin","2016-10-05 22:00:49"
"1605","sinhrks","2016-10-02 05:16:45","closed","1","mrocklin","2016-10-03 13:04:19"
"1602","sinhrks","2016-10-01 13:40:33","closed","2","mrocklin","2016-10-03 13:04:29"
"1601","sinhrks","2016-10-01 11:52:02","closed","1","mrocklin","2016-10-03 13:04:41"
"1598","jcrist","2016-09-29 23:30:36","closed","1","jcrist","2016-10-03 15:36:27"
"1597","jcrist","2016-09-29 21:48:29","closed","1","jcrist","2016-09-29 23:03:23"
"1589","jcrist","2016-09-27 21:24:34","closed","1","jcrist","2016-09-27 22:40:12"
"1586","mrocklin","2016-09-27 16:08:09","closed","1","mrocklin","2016-09-27 16:50:09"
"1585","jcrist","2016-09-27 15:36:29","closed","1","jcrist","2016-09-27 16:46:44"
"1583","jcrist","2016-09-27 14:17:57","closed","1","jcrist","2016-09-27 14:40:14"
"1580","mrocklin","2016-09-25 19:46:24","closed","1","mrocklin","2016-09-26 14:34:25"
"1579","cowlicks","2016-09-25 03:03:29","closed","1","mrocklin","2016-09-25 12:06:44"
"1578","TomAugspurger","2016-09-24 16:53:02","closed","1","jcrist","2016-09-24 22:09:03"
"1577","TomAugspurger","2016-09-24 15:23:08","closed","1","jcrist","2016-09-24 22:10:09"
"1576","jcrist","2016-09-23 23:12:25","closed","1","jcrist","2016-09-25 15:11:46"
