"number","created_by","created_at","state","closed_by","closed_at"
"1659","abast","2016-10-14 12:51:31","closed","abast","2016-11-14 16:28:48"
"1658","mrocklin","2016-10-13 19:08:57","closed","jcrist","2016-10-18 19:28:52"
"1657","pitrou","2016-10-13 13:31:23","closed","mrocklin","2016-10-14 14:59:30"
"1656","pitrou","2016-10-13 12:52:08","closed","mrocklin","2016-10-14 14:59:31"
"1655","sinhrks","2016-10-12 23:52:27","closed","jcrist","2016-10-13 01:00:58"
"1654","jcrist","2016-10-12 19:33:10","closed","jcrist","2016-10-13 17:49:20"
"1653","pitrou","2016-10-12 18:21:21","closed","mrocklin","2016-10-14 14:13:28"
"1652","pitrou","2016-10-12 17:23:47","closed","pitrou","2016-10-17 15:05:30"
"1651","norandom","2016-10-12 11:15:44","closed","mrocklin","2016-10-12 13:57:23"
"1650","littlegreenbean33","2016-10-12 07:18:10","closed","littlegreenbean33","2016-10-13 17:55:31"
"1649","JamesJeffryes","2016-10-12 02:38:22","closed","jcrist","2016-10-12 13:58:34"
"1648","pitrou","2016-10-11 16:01:13","closed","mrocklin","2016-10-13 12:45:01"
"1647","rabernat","2016-10-11 14:07:20","closed","jcrist","2016-10-12 04:00:50"
"1646","jcrist","2016-10-11 05:30:47","closed","mrocklin","2016-10-11 11:38:44"
"1645","rabernat","2016-10-11 03:29:53","closed","mrocklin","2016-10-11 11:38:44"
"1644","mrocklin","2016-10-10 19:26:25","closed","mrocklin","2016-10-13 16:42:21"
"1643","jdmcclain47","2016-10-10 18:33:19","closed","jcrist","2016-10-13 17:49:20"
"1642","jcrist","2016-10-10 14:44:19","closed","jcrist","2016-10-10 15:12:21"
"1641","mrocklin","2016-10-10 13:56:01","closed","mrocklin","2016-10-13 16:42:21"
"1640","TomAugspurger","2016-10-09 21:33:29","closed","jcrist","2016-10-10 15:12:21"
"1639","adamchainz","2016-10-09 20:24:53","closed","mrocklin","2016-10-09 21:24:56"
"1638","sinhrks","2016-10-08 23:56:09","closed","mrocklin","2016-10-12 21:59:26"
"1637","sinhrks","2016-10-08 23:47:58","closed","mrocklin","2017-01-22 14:51:45"
"1636","JamesJeffryes","2016-10-08 23:40:57","closed","mrocklin","2016-10-14 14:35:39"
"1635","sinhrks","2016-10-08 13:03:26","closed","mrocklin","2016-10-09 21:21:20"
"1634","sinhrks","2016-10-08 12:27:04","closed","mrocklin","2016-10-08 13:55:29"
"1633","sinhrks","2016-10-08 12:25:46","closed","mrocklin","2016-10-08 13:55:02"
"1632","jcrist","2016-10-07 21:50:34","closed","jcrist","2016-10-08 15:48:50"
"1631","stefanseefeld","2016-10-07 18:15:24","closed","stefanseefeld","2016-10-07 19:06:38"
"1630","jdmcclain47","2016-10-07 17:57:59","closed","jcrist","2016-10-08 15:48:50"
"1629","jcrist","2016-10-07 14:20:08","closed","jcrist","2016-10-08 15:46:55"
"1628","jc-healy","2016-10-07 13:50:53","closed","jcrist","2016-10-08 15:46:55"
"1627","mrocklin","2016-10-07 02:37:36","closed","jcrist","2016-10-13 14:23:05"
"1626","mrocklin","2016-10-07 01:34:34","closed","mrocklin","2016-10-07 02:37:43"
"1625","jcrist","2016-10-06 21:19:38","closed","jcrist","2016-10-06 22:51:06"
"1624","jcrist","2016-10-06 19:05:58","closed","jcrist","2016-10-06 19:57:50"
"1623","jreback","2016-10-06 18:00:26","closed","jcrist","2016-10-06 19:42:44"
"1622","TomAugspurger","2016-10-06 16:58:27","open","",""
"1621","jreback","2016-10-06 12:32:38","closed","jcrist","2016-10-06 19:31:25"
"1620","mrocklin","2016-10-05 22:45:38","closed","mrocklin","2016-10-06 11:48:17"
"1619","hussainsultan","2016-10-05 20:27:33","closed","jcrist","2016-10-27 17:24:56"
"1618","mrocklin","2016-10-05 15:46:51","closed","mrocklin","2016-10-05 22:01:26"
"1617","mrocklin","2016-10-05 14:53:07","closed","mrocklin","2016-10-05 22:01:03"
"1616","mrocklin","2016-10-05 13:56:55","closed","jcrist","2016-10-06 22:49:14"
"1615","jmbertoncelli","2016-10-05 12:26:49","closed","jcrist","2016-10-06 22:48:50"
"1614","mrocklin","2016-10-04 21:10:06","closed","mrocklin","2016-10-05 16:16:08"
"1613","gryBox","2016-10-04 18:00:55","open","",""
"1612","mrocklin","2016-10-04 15:44:15","closed","mrocklin","2016-10-05 17:37:50"
"1611","mrocklin","2016-10-04 13:36:32","closed","mrocklin","2016-10-05 16:15:59"
"1610","mrocklin","2016-10-04 13:24:07","closed","mrocklin","2016-10-05 16:15:46"
"1609","mrocklin","2016-10-04 13:15:27","closed","mrocklin","2016-10-04 15:37:24"
"1608","dhirschfeld","2016-10-04 01:16:41","closed","dhirschfeld","2016-10-31 23:25:04"
"1607","mrocklin","2016-10-03 15:38:12","closed","jcrist","2016-10-06 19:57:50"
"1606","mrocklin","2016-10-03 13:49:49","closed","mrocklin","2016-10-05 22:00:49"
"1605","sinhrks","2016-10-02 05:16:45","closed","mrocklin","2016-10-03 13:04:19"
"1604","sinhrks","2016-10-02 01:56:09","closed","mrocklin","2017-01-22 14:51:45"
"1603","WHITSNAK","2016-10-01 21:01:55","closed","eriknw","2016-10-03 17:12:15"
"1602","sinhrks","2016-10-01 13:40:33","closed","mrocklin","2016-10-03 13:04:29"
"1601","sinhrks","2016-10-01 11:52:02","closed","mrocklin","2016-10-03 13:04:41"
"1600","0xymor0n","2016-09-30 19:53:30","closed","jcrist","2016-10-01 15:54:21"
"1599","mrocklin","2016-09-30 14:22:35","open","",""
"1598","jcrist","2016-09-29 23:30:36","closed","jcrist","2016-10-03 15:36:27"
"1597","jcrist","2016-09-29 21:48:29","closed","jcrist","2016-09-29 23:03:23"
"1596","pitrou","2016-09-29 14:02:35","closed","mrocklin","2016-10-05 22:00:51"
"1595","pitrou","2016-09-29 12:39:17","open","",""
"1594","pitrou","2016-09-29 12:38:54","closed","mrocklin","2016-10-05 22:00:51"
"1593","pitrou","2016-09-29 12:38:26","closed","mrocklin","2016-10-05 22:00:51"
"1592","pitrou","2016-09-29 12:37:49","open","",""
"1591","pitrou","2016-09-29 12:36:51","open","",""
"1590","abast","2016-09-28 11:55:53","closed","abast","2016-10-11 22:00:46"
"1589","jcrist","2016-09-27 21:24:34","closed","jcrist","2016-09-27 22:40:12"
"1588","abast","2016-09-27 17:52:43","closed","jcrist","2016-09-27 22:40:12"
"1587","abast","2016-09-27 16:58:37","closed","jcrist","2016-10-06 22:51:06"
"1586","mrocklin","2016-09-27 16:08:09","closed","mrocklin","2016-09-27 16:50:09"
"1585","jcrist","2016-09-27 15:36:29","closed","jcrist","2016-09-27 16:46:44"
"1584","pitrou","2016-09-27 14:51:54","closed","jcrist","2016-09-27 16:46:44"
"1583","jcrist","2016-09-27 14:17:57","closed","jcrist","2016-09-27 14:40:14"
"1582","mrocklin","2016-09-27 14:00:21","closed","jcrist","2016-09-27 14:40:14"
"1581","nsharkey","2016-09-25 21:12:24","closed","mrocklin","2016-10-03 13:04:29"
"1580","mrocklin","2016-09-25 19:46:24","closed","mrocklin","2016-09-26 14:34:25"
"1579","cowlicks","2016-09-25 03:03:29","closed","mrocklin","2016-09-25 12:06:44"
"1578","TomAugspurger","2016-09-24 16:53:02","closed","jcrist","2016-09-24 22:09:03"
"1577","TomAugspurger","2016-09-24 15:23:08","closed","jcrist","2016-09-24 22:10:09"
"1576","jcrist","2016-09-23 23:12:25","closed","jcrist","2016-09-25 15:11:46"
"1575","jcrist","2016-09-23 23:12:16","closed","mrocklin","2016-09-25 15:28:08"
"1574","TomAugspurger","2016-09-23 15:12:52","closed","TomAugspurger","2016-10-03 15:05:11"
"1573","TomAugspurger","2016-09-23 13:02:53","closed","TomAugspurger","2016-10-03 15:05:11"
"1572","Grk0","2016-09-23 07:56:46","open","",""
"1571","jcrist","2016-09-22 23:41:28","closed","mrocklin","2016-09-23 17:24:35"
"1570","jcrist","2016-09-22 21:43:45","closed","mrocklin","2016-09-23 17:21:36"
"1569","jcrist","2016-09-22 21:19:16","closed","jcrist","2016-09-25 15:11:13"
"1568","jcrist","2016-09-22 20:16:37","closed","mrocklin","2016-09-23 17:23:02"
"1567","jcrist","2016-09-22 20:07:48","closed","jcrist","2016-09-23 18:00:28"
"1566","TomAugspurger","2016-09-21 20:20:45","closed","TomAugspurger","2016-10-07 13:25:51"
"1565","TomAugspurger","2016-09-21 19:35:05","closed","jcrist","2016-09-24 22:09:03"
"1564","TomAugspurger","2016-09-21 18:12:43","closed","jcrist","2016-09-24 22:10:09"
"1563","TomAugspurger","2016-09-21 15:20:57","open","",""
"1562","rabernat","2016-09-21 14:53:23","closed","mrocklin","2016-09-23 17:21:36"
"1561","jcrist","2016-09-20 22:03:39","closed","jcrist","2016-09-21 01:24:04"
"1560","TomAugspurger","2016-09-20 21:33:00","closed","jcrist","2016-09-21 01:24:04"
"1559","jcrist","2016-09-20 19:07:45","closed","jcrist","2016-09-20 19:42:30"
"1558","mrocklin","2016-09-20 12:56:04","closed","mrocklin","2016-09-20 14:10:56"
"1557","gdmcbain","2016-09-20 02:51:47","closed","jcrist","2016-09-20 19:42:59"
"1556","TomAugspurger","2016-09-19 18:04:07","closed","jcrist","2016-09-19 20:54:08"
"1555","hussainsultan","2016-09-18 22:18:03","closed","jcrist","2016-09-23 18:00:28"
"1554","smsaladi","2016-09-17 20:17:31","closed","mrocklin","2016-10-12 11:52:19"
"1553","acrosby","2016-09-16 16:15:00","closed","jcrist","2016-09-29 23:33:18"
"1552","dkourilov","2016-09-16 11:54:55","open","",""
"1551","kszucs","2016-09-15 23:24:13","closed","mrocklin","2016-09-23 17:23:02"
"1550","dsidi","2016-09-15 18:50:55","open","",""
"1549","mrocklin","2016-09-15 17:37:54","closed","jcrist","2016-09-15 21:30:50"
"1548","paulmayer","2016-09-15 17:13:10","closed","jcrist","2016-09-15 21:30:50"
"1547","frol","2016-09-15 16:19:45","open","",""
"1546","jlintusaari","2016-09-15 07:34:15","open","",""
"1545","jangorecki","2016-09-15 01:26:16","open","",""
"1544","gryBox","2016-09-14 21:54:10","closed","mrocklin","2016-09-14 22:22:23"
"1543","gryBox","2016-09-14 21:45:28","closed","jcrist","2016-09-15 20:24:09"
"1542","jcrist","2016-09-14 18:30:53","closed","jcrist","2016-09-14 22:42:52"
"1541","mfouesneau","2016-09-14 15:14:10","closed","mfouesneau","2016-09-15 20:54:12"
"1540","mrocklin","2016-09-14 14:07:00","closed","jcrist","2016-10-06 22:47:55"
"1539","mrocklin","2016-09-13 11:56:48","closed","mrocklin","2016-09-16 11:17:48"
"1538","alimanfoo","2016-09-12 22:10:32","open","",""
"1537","khafan246","2016-09-10 19:20:07","closed","mrocklin","2016-09-14 14:08:15"
"1536","mbande","2016-09-10 16:12:57","closed","mbande","2016-09-17 11:58:06"
"1535","jbcrail","2016-09-10 01:02:35","closed","mrocklin","2016-09-11 01:29:21"
"1534","twiecki","2016-09-09 13:38:03","closed","mrocklin","2016-09-10 14:54:35"
"1533","jangorecki","2016-09-08 23:43:30","closed","jcrist","2016-09-25 15:11:13"
"1532","jangorecki","2016-09-08 19:43:53","closed","mrocklin","2016-09-23 17:24:35"
"1531","mrocklin","2016-09-08 16:03:30","closed","mrocklin","2016-09-09 11:30:06"
"1530","raino01r","2016-09-08 15:49:18","closed","mrocklin","2016-09-09 11:30:06"
"1529","jcrist","2016-09-07 23:49:47","closed","jcrist","2016-09-09 17:07:58"
"1528","alimanfoo","2016-09-07 21:30:03","closed","jcrist","2016-09-09 17:07:58"
"1527","mrocklin","2016-09-06 00:27:57","closed","mrocklin","2016-09-07 11:41:11"
"1526","dukebody","2016-09-05 11:29:57","closed","mrocklin","2016-09-06 11:32:13"
"1525","dukebody","2016-09-05 09:59:30","closed","mrocklin","2016-09-05 11:43:42"
"1524","dukebody","2016-09-04 08:46:19","closed","mrocklin","2016-09-04 19:14:27"
"1523","dukebody","2016-09-04 07:18:49","closed","mrocklin","2016-09-04 12:23:51"
"1522","dukebody","2016-09-04 07:18:14","closed","dukebody","2016-09-04 15:55:21"
"1521","frol","2016-09-03 13:06:24","closed","frol","2016-09-10 19:07:14"
"1520","mrocklin","2016-09-01 20:20:25","closed","mrocklin","2016-09-01 22:51:42"
"1519","shoyer","2016-09-01 02:46:51","open","",""
"1518","abast","2016-08-31 07:59:04","closed","jcrist","2016-08-31 16:41:25"
"1517","jangorecki","2016-08-30 20:29:33","closed","mrocklin","2016-09-14 14:11:45"
"1516","jcrist","2016-08-30 19:21:53","closed","jcrist","2016-08-31 16:34:36"
"1515","jcrist","2016-08-30 14:20:51","closed","mrocklin","2016-08-30 15:24:06"
"1514","jcrist","2016-08-29 19:22:57","closed","jcrist","2016-08-30 15:26:11"
"1513","jcrist","2016-08-29 17:52:01","closed","jcrist","2016-08-29 18:49:18"
"1512","frol","2016-08-29 16:58:06","closed","jcrist","2016-08-29 18:49:18"
"1511","shoyer","2016-08-29 04:03:13","closed","shoyer","2016-08-29 17:46:23"
"1510","mrocklin","2016-08-27 11:08:20","closed","mrocklin","2016-08-29 12:06:35"
"1509","jmwoloso","2016-08-27 04:12:24","closed","jmwoloso","2016-08-29 05:00:27"
"1508","mobcdi","2016-08-26 19:17:20","closed","mobcdi","2016-09-05 07:43:37"
"1507","mobcdi","2016-08-26 18:58:48","open","",""
"1506","mobcdi","2016-08-26 18:23:54","closed","mrocklin","2016-09-14 14:10:19"
"1505","ankravch","2016-08-25 18:24:36","closed","jcrist","2016-09-25 15:46:15"
"1504","mrocklin","2016-08-25 11:16:36","closed","mrocklin","2016-08-25 17:22:55"
"1503","mrocklin","2016-08-24 23:02:36","closed","mrocklin","2016-08-25 17:22:55"
"1502","mrocklin","2016-08-24 22:59:29","closed","mrocklin","2016-08-25 17:22:55"
"1501","ikilledthecat","2016-08-24 13:16:55","closed","mrocklin","2016-08-24 13:42:47"
"1500","ankravch","2016-08-23 17:44:39","closed","mrocklin","2016-09-25 15:28:08"
"1499","seemethere","2016-08-23 17:11:47","closed","seemethere","2016-08-23 17:28:05"
"1498","mrocklin","2016-08-23 02:08:05","closed","jcrist","2016-09-25 15:11:46"
"1497","ijstokes","2016-08-22 22:04:25","closed","jcrist","2016-08-29 16:32:39"
"1496","mrocklin","2016-08-22 19:52:38","open","",""
"1495","elisarver","2016-08-22 19:00:46","closed","mrocklin","2016-08-23 12:46:43"
"1494","mrocklin","2016-08-21 19:30:34","closed","mrocklin","2016-08-22 16:36:32"
"1493","dirkbike","2016-08-20 14:50:06","open","",""
"1492","nirizr","2016-08-20 02:07:21","closed","nirizr","2017-01-15 17:15:17"
"1491","mrocklin","2016-08-19 18:17:53","closed","mrocklin","2016-08-20 11:24:28"
"1490","mrocklin","2016-08-19 17:51:51","closed","mrocklin","2016-08-20 11:24:35"
"1489","jacksonloper","2016-08-19 17:26:39","closed","mrocklin","2016-08-20 11:24:28"
"1488","jacksonloper","2016-08-19 17:21:49","closed","jacksonloper","2016-08-19 18:00:20"
"1487","mrocklin","2016-08-19 14:14:20","closed","mrocklin","2016-08-23 01:50:34"
"1486","fmv1992","2016-08-19 11:54:02","closed","mrocklin","2016-09-06 11:32:13"
"1485","rainwoodman","2016-08-18 23:55:42","open","",""
"1484","jcrist","2016-08-18 23:37:47","closed","jcrist","2016-08-19 02:05:57"
"1483","jcrist","2016-08-18 22:37:36","closed","jcrist","2016-08-19 20:01:00"
"1482","nickhand","2016-08-18 22:25:07","closed","jcrist","2016-08-19 02:05:57"
"1481","mrocklin","2016-08-18 18:23:23","closed","jcrist","2016-10-13 17:49:20"
"1480","vykhand","2016-08-18 12:26:38","closed","jcrist","2016-08-30 12:19:26"
"1479","robintw","2016-08-17 18:22:58","closed","robintw","2016-08-18 12:31:03"
"1478","jcrist","2016-08-17 18:17:24","closed","mrocklin","2016-08-18 12:13:25"
"1477","btel","2016-08-17 12:54:35","closed","mrocklin","2016-08-17 12:56:57"
"1476","gbrian","2016-08-17 06:12:45","closed","gbrian","2016-08-17 13:22:40"
"1475","jcrist","2016-08-16 21:51:48","closed","jcrist","2016-08-17 16:49:34"
"1474","jcrist","2016-08-16 18:21:27","closed","jcrist","2016-08-16 18:45:55"
"1473","mrocklin","2016-08-16 17:19:09","closed","mrocklin","2016-08-17 11:20:24"
"1472","jcrist","2016-08-16 00:57:57","closed","jcrist","2016-08-16 14:38:25"
"1471","martindurant","2016-08-15 14:15:15","open","",""
"1470","mrocklin","2016-08-14 14:37:41","closed","mrocklin","2016-08-16 02:05:49"
"1469","shoyer","2016-08-14 08:49:57","closed","shoyer","2016-08-17 18:38:09"
"1468","lw394","2016-08-13 15:11:37","closed","shoyer","2016-08-17 18:42:16"
"1467","linwoodc3","2016-08-13 14:17:35","closed","mrocklin","2016-08-18 12:05:05"
"1466","jcrist","2016-08-12 23:12:24","closed","jcrist","2016-08-15 15:25:39"
"1465","jcrist","2016-08-11 23:11:32","closed","jcrist","2016-08-11 23:34:50"
"1464","jcrist","2016-08-11 23:04:34","closed","jcrist","2016-08-12 14:11:23"
"1463","lw394","2016-08-11 21:25:05","closed","jcrist","2016-08-11 23:34:50"
"1462","jcrist","2016-08-10 18:39:02","closed","mrocklin","2016-08-10 19:39:15"
"1461","jcrist","2016-08-10 17:42:07","closed","mrocklin","2016-08-10 18:02:32"
"1460","mrocklin","2016-08-10 15:41:38","closed","jcrist","2016-08-10 17:07:14"
"1459","mrocklin","2016-08-10 15:41:16","closed","mrocklin","2016-08-10 23:45:09"
"1458","mrocklin","2016-08-10 12:41:50","closed","mrocklin","2016-08-10 23:20:49"
"1457","jcrist","2016-08-10 05:12:19","closed","mrocklin","2016-08-10 16:39:33"
"1456","jcrist","2016-08-09 23:17:51","closed","jcrist","2016-08-10 03:26:43"
"1455","jcrist","2016-08-09 18:02:28","closed","jcrist","2016-08-09 22:29:21"
"1454","martindurant","2016-08-09 17:27:13","closed","mrocklin","2016-08-11 14:05:48"
"1453","martindurant","2016-08-09 16:17:02","closed","martindurant","2016-08-09 17:26:14"
"1452","alanhdu","2016-08-09 04:50:28","closed","mrocklin","2016-08-10 13:49:41"
"1451","jcrist","2016-08-08 23:02:21","closed","jcrist","2016-08-16 14:38:25"
"1450","nirizr","2016-08-07 22:51:14","closed","mrocklin","2016-08-08 19:55:54"
"1449","nirizr","2016-08-07 22:21:53","closed","mrocklin","2016-08-08 01:25:43"
"1448","dwyatte","2016-08-06 23:42:44","open","",""
"1447","mrocklin","2016-08-05 19:03:04","closed","mrocklin","2016-08-08 19:56:52"
"1446","postelrich","2016-08-05 15:55:12","closed","mrocklin","2016-08-17 19:43:55"
"1445","skrah","2016-08-05 11:31:04","closed","skrah","2016-08-05 14:22:27"
"1444","mrocklin","2016-08-05 11:14:10","closed","mrocklin","2016-08-06 14:15:22"
"1443","rolando","2016-08-04 23:05:24","closed","mrocklin","2016-08-05 11:18:02"
"1442","rolando","2016-08-04 22:58:32","closed","mrocklin","2016-08-05 10:55:01"
"1441","nirizr","2016-08-03 22:14:16","closed","jcrist","2016-08-05 15:18:46"
"1440","postelrich","2016-08-03 16:50:35","closed","jcrist","2016-08-03 17:19:03"
"1439","alanhdu","2016-08-03 07:30:43","closed","mrocklin","2016-08-06 14:15:22"
"1438","alanhdu","2016-08-03 01:31:04","open","",""
"1437","ankravch","2016-08-02 21:55:39","closed","ankravch","2016-08-03 23:33:14"
"1436","ankravch","2016-08-02 16:20:44","open","",""
"1435","ibab","2016-08-02 13:47:03","open","",""
"1434","Jeffrey04","2016-08-02 09:42:10","closed","mrocklin","2016-09-14 14:14:56"
"1433","jcrist","2016-08-01 22:37:51","closed","mrocklin","2016-08-02 11:38:49"
"1432","ankravch","2016-08-01 19:17:31","open","",""
"1431","isms","2016-07-31 00:02:12","closed","mrocklin","2016-07-31 03:18:17"
"1430","crusaderky","2016-07-30 14:05:02","open","",""
"1429","frol","2016-07-30 08:25:06","closed","mrocklin","2016-08-02 11:38:49"
"1428","ankravch","2016-07-29 23:07:23","closed","ankravch","2016-07-30 00:05:33"
"1427","jcrist","2016-07-29 20:40:59","closed","mrocklin","2016-08-01 20:24:31"
"1426","ankravch","2016-07-29 17:11:43","closed","jcrist","2016-07-29 19:54:54"
"1425","stefanseefeld","2016-07-29 16:40:25","closed","jcrist","2016-07-29 18:52:12"
"1424","ndawe","2016-07-29 04:34:00","closed","jcrist","2016-08-31 04:52:54"
"1423","nirizr","2016-07-29 00:29:07","closed","mrocklin","2016-07-29 01:17:11"
"1422","jcrist","2016-07-28 22:41:57","closed","jcrist","2016-08-09 15:55:19"
"1421","mrocklin","2016-07-28 16:47:59","closed","mrocklin","2016-08-02 11:38:59"
"1420","frol","2016-07-28 05:51:40","closed","mrocklin","2016-07-28 16:27:50"
"1419","QCaudron","2016-07-27 23:52:04","closed","mrocklin","2016-07-28 02:32:33"
"1418","ankravch","2016-07-27 16:58:38","closed","ankravch","2016-07-28 14:45:45"
"1417","martindurant","2016-07-26 21:11:37","closed","mrocklin","2016-07-28 16:27:52"
"1416","mrocklin","2016-07-26 19:15:09","closed","mrocklin","2016-07-26 20:15:12"
"1415","kumarivin","2016-07-26 17:31:18","closed","mrocklin","2016-08-05 13:54:45"
"1414","ankravch","2016-07-26 16:10:27","closed","ankravch","2016-07-28 14:45:32"
"1413","linwoodc3","2016-07-26 01:49:11","closed","linwoodc3","2016-08-17 19:57:00"
"1412","akcheung","2016-07-25 17:53:29","closed","mrocklin","2016-09-14 14:19:35"
"1411","akcheung","2016-07-25 17:48:20","closed","mrocklin","2016-07-26 14:46:25"
"1410","linwoodc3","2016-07-25 08:13:00","closed","linwoodc3","2016-07-25 12:08:52"
"1409","mrocklin","2016-07-24 21:54:26","closed","mrocklin","2016-07-25 11:45:00"
"1408","mrocklin","2016-07-24 15:10:15","open","",""
"1407","nirizr","2016-07-24 02:19:21","closed","mrocklin","2016-07-26 15:10:35"
"1406","nirizr","2016-07-24 00:15:57","closed","mrocklin","2016-07-24 01:56:07"
"1405","linwoodc3","2016-07-23 18:48:41","closed","mrocklin","2016-07-25 01:36:04"
"1404","mrocklin","2016-07-22 23:02:07","closed","mrocklin","2016-07-24 21:36:07"
"1403","jcrist","2016-07-22 21:03:43","closed","jcrist","2016-07-22 21:30:05"
"1402","jcrist","2016-07-22 19:37:12","closed","jcrist","2016-07-23 16:00:21"
"1401","stefanseefeld","2016-07-22 18:18:21","open","",""
"1400","jcrist","2016-07-21 22:39:10","closed","jcrist","2016-07-22 16:55:34"
"1399","nirizr","2016-07-21 21:50:40","closed","nirizr","2016-07-24 00:36:37"
"1398","jcrist","2016-07-21 20:18:35","open","",""
"1397","jcrist","2016-07-21 20:09:01","closed","jcrist","2016-07-22 06:32:21"
"1396","frol","2016-07-21 19:04:38","closed","mrocklin","2016-07-22 14:22:36"
"1395","nirizr","2016-07-21 17:08:16","closed","jcrist","2016-07-21 17:28:56"
"1394","shoyer","2016-07-21 00:47:17","closed","jcrist","2016-07-22 06:32:21"
"1393","jcrist","2016-07-20 22:25:07","closed","jcrist","2016-07-21 17:26:14"
"1392","jcrist","2016-07-20 21:36:23","closed","jcrist","2016-07-21 14:08:21"
"1391","jcrist","2016-07-20 20:19:16","closed","mrocklin","2016-07-21 12:08:52"
"1390","simone-codeluppi","2016-07-20 15:12:00","closed","mrocklin","2016-07-21 12:08:52"
"1389","wikiped","2016-07-20 13:04:41","closed","wikiped","2016-07-20 14:30:49"
"1388","JGoutin","2016-07-19 18:57:45","closed","mrocklin","2016-07-26 18:10:14"
"1387","philastrophist","2016-07-19 18:34:33","closed","philastrophist","2016-07-20 09:16:32"
"1386","simonkamronn","2016-07-18 12:48:30","closed","simonkamronn","2016-08-15 09:07:42"
"1385","apiszcz","2016-07-18 09:33:25","open","",""
"1384","nirizr","2016-07-18 08:19:41","closed","mrocklin","2016-07-21 12:07:06"
"1383","mrocklin","2016-07-17 01:59:30","closed","mrocklin","2016-07-22 14:27:08"
"1382","frol","2016-07-16 12:12:21","closed","jcrist","2016-07-21 14:08:21"
"1381","frol","2016-07-16 11:30:11","closed","mrocklin","2016-07-22 14:22:38"
"1380","frol","2016-07-16 11:21:22","closed","mrocklin","2016-07-26 16:04:01"
"1379","rainwoodman","2016-07-15 20:31:15","closed","mrocklin","2016-07-25 11:45:15"
"1378","frol","2016-07-15 20:30:20","closed","jcrist","2016-07-20 18:25:19"
"1377","rainwoodman","2016-07-15 15:51:05","closed","rainwoodman","2016-07-15 20:09:08"
"1376","nirizr","2016-07-15 15:00:38","closed","mrocklin","2016-07-15 18:22:06"
"1375","ankravch","2016-07-14 23:10:35","closed","ankravch","2016-07-27 17:57:31"
"1374","ankravch","2016-07-13 17:22:28","open","",""
"1373","bcyphers","2016-07-12 15:45:36","closed","jcrist","2016-08-17 16:49:34"
"1372","JamesRamm","2016-07-12 14:45:04","closed","jcrist","2016-07-23 16:00:21"
"1371","electronwill","2016-07-11 19:40:12","closed","mrocklin","2016-07-15 16:57:38"
"1370","nirizr","2016-07-11 18:32:41","closed","jcrist","2016-07-20 22:28:09"
"1369","mrocklin","2016-07-11 15:47:59","closed","mrocklin","2016-07-11 21:36:58"
"1368","jcrist","2016-07-11 15:28:04","open","",""
"1367","dukebody","2016-07-11 08:16:49","closed","jcrist","2016-08-05 15:19:01"
"1366","ankravch","2016-07-11 04:57:50","closed","jcrist","2016-07-11 15:29:21"
"1365","dukebody","2016-07-10 16:56:59","closed","jcrist","2016-08-16 18:45:55"
"1364","nirizr","2016-07-10 13:37:43","closed","mrocklin","2016-07-10 14:03:38"
"1363","dukebody","2016-07-10 12:23:32","closed","mrocklin","2016-07-11 13:48:18"
"1362","dukebody","2016-07-10 11:10:43","closed","jcrist","2016-08-19 20:01:48"
"1361","mrocklin","2016-07-09 17:42:20","closed","mrocklin","2016-07-11 13:48:35"
"1360","ankravch","2016-07-09 10:03:03","closed","ankravch","2016-07-27 17:57:17"
"1359","jcrist","2016-07-06 18:58:11","closed","jcrist","2016-07-06 20:23:23"
"1358","mikegraham","2016-07-06 18:21:15","closed","mrocklin","2016-11-30 13:59:16"
"1357","jcrist","2016-07-06 17:59:07","closed","jcrist","2016-07-07 04:09:19"
"1356","jcrist","2016-07-06 17:40:48","closed","mrocklin","2016-07-11 21:53:03"
"1355","mrocklin","2016-07-06 15:15:40","closed","mrocklin","2016-07-26 16:04:30"
"1354","mrocklin","2016-07-06 04:59:28","closed","jcrist","2016-08-03 17:34:12"
"1353","mrocklin","2016-07-06 04:51:53","open","",""
"1352","Dellax8","2016-07-04 09:58:57","closed","mrocklin","2016-07-04 16:40:11"
"1351","Dellax8","2016-07-04 09:58:08","closed","Dellax8","2016-07-04 10:00:11"
"1350","limx0","2016-07-03 02:11:09","closed","jcrist","2016-08-18 03:45:50"
"1349","dukebody","2016-07-02 14:12:41","closed","mrocklin","2016-07-11 13:48:18"
"1348","nirizr","2016-06-30 23:36:11","closed","jcrist","2016-07-11 16:36:12"
"1347","brendancol","2016-06-30 20:16:06","closed","jcrist","2016-07-11 15:21:55"
"1346","martindurant","2016-06-30 14:36:00","closed","mrocklin","2016-08-02 21:23:50"
"1345","nirizr","2016-06-30 00:42:08","closed","jcrist","2016-06-30 18:06:41"
"1344","jcrist","2016-06-29 15:53:40","closed","jcrist","2016-06-29 16:13:30"
"1343","jcrist","2016-06-29 14:37:20","closed","jcrist","2016-06-30 18:07:08"
"1342","nirizr","2016-06-29 11:38:37","closed","jcrist","2016-06-30 18:07:08"
"1341","nirizr","2016-06-29 11:27:11","closed","jcrist","2016-06-30 18:07:40"
"1340","nirizr","2016-06-27 23:22:55","open","",""
"1339","jcrist","2016-06-27 18:00:18","closed","jcrist","2016-06-27 18:13:08"
"1338","wikiped","2016-06-27 16:45:13","closed","mrocklin","2016-06-27 18:35:31"
"1337","wikiped","2016-06-27 16:11:42","closed","wikiped","2016-06-27 16:37:31"
