"number","created_by","created_at","state","commits","merged_by","merged_at"
"1285","lwzm","2014-12-23 08:32:44","closed","0","bdarnell","2015-01-10 16:11:30"
"1281","nordaux","2014-12-18 14:41:21","closed","1","bdarnell","2014-12-18 15:16:18"
"1279","chrisseto","2014-12-17 15:55:09","closed","1","bdarnell","2014-12-17 16:09:16"
"1277","ke4roh","2014-12-15 15:56:48","closed","2","",""
"1276","felixonmars","2014-12-12 15:11:12","closed","1","",""
"1274","daftshady","2014-12-12 11:10:27","closed","8","bdarnell","2015-03-06 03:56:48"
"1273","xiaogaozi","2014-12-11 12:49:37","closed","2","",""
"1272","xiaogaozi","2014-12-11 12:35:39","closed","4","",""
"1271","xs23933","2014-12-11 06:31:52","open","1","",""
"1270","djvis","2014-12-11 00:08:33","closed","3","bdarnell","2015-01-12 01:15:36"
"1268","schlamar","2014-12-10 15:21:03","closed","2","bdarnell","2014-12-12 15:17:32"
"1266","tdyas","2014-12-10 07:02:51","closed","1","",""
"1264","nbargnesi","2014-12-05 06:41:07","closed","1","bdarnell","2014-12-05 14:51:00"
"1262","manhg","2014-12-03 14:29:54","closed","0","",""
"1261","lilydjwg","2014-11-25 14:29:25","closed","4","bdarnell","2014-12-16 02:22:52"
"1260","lilydjwg","2014-11-25 14:28:54","closed","1","bdarnell","2014-11-30 17:34:56"
"1258","tdyas","2014-11-21 19:23:50","closed","1","bdarnell","2014-12-06 02:20:18"
"1256","liyang1025","2014-11-21 07:21:50","closed","0","",""
"1255","abdelouahabb","2014-11-20 00:56:22","closed","1","",""
"1246","heewa","2014-11-08 19:44:27","closed","1","bdarnell","2014-11-09 15:59:30"
"1245","heewa","2014-11-07 01:26:18","closed","1","",""
"1244","heewa","2014-11-06 21:10:37","closed","1","",""
"1241","heewa","2014-11-03 00:55:58","closed","1","bdarnell","2014-11-05 14:36:28"
"1238","heewa","2014-11-01 01:10:32","closed","1","",""
"1233","jordanbettis","2014-10-27 11:14:23","closed","3","bdarnell","2015-01-18 22:32:10"
"1231","daftshady","2014-10-26 12:11:52","closed","1","bdarnell","2014-10-27 00:52:16"
"1227","jnsflint","2014-10-20 15:07:09","closed","1","bdarnell","2014-10-27 01:16:41"
"1225","jnsflint","2014-10-17 14:12:18","closed","1","bdarnell","2014-10-18 15:48:00"
"1222","glaslos","2014-10-13 12:06:05","closed","0","bdarnell","2014-10-14 02:13:31"
