"number","created_by","created_at","state","closed_by","closed_at"
"1630","afg984","2016-01-21 08:10:17","closed","bdarnell","2016-01-21 14:33:45"
"1629","shichao-an","2016-01-21 01:26:39","closed","bdarnell","2016-02-14 00:12:13"
"1628","marrrvin","2016-01-16 18:27:45","open","",""
"1627","SuderPawel","2016-01-14 19:31:14","closed","SuderPawel","2016-01-17 11:14:58"
"1626","hipro","2016-01-14 05:47:06","closed","hipro","2016-01-15 09:32:52"
"1625","paytonpy","2016-01-09 17:04:57","closed","paytonpy","2016-01-11 21:49:15"
"1624","dave-shawley","2016-01-08 01:54:51","closed","bdarnell","2016-02-14 02:16:16"
"1623","jackyfkc","2016-01-07 10:22:10","closed","jackyfkc","2016-01-29 04:05:44"
"1622","mqingyn","2016-01-06 15:48:53","open","",""
"1621","bheesham","2015-12-29 22:17:09","closed","bdarnell","2015-12-31 22:56:58"
"1620","jiajunhuang","2015-12-28 13:10:11","closed","jiajunhuang","2015-12-31 17:23:12"
"1619","afg984","2015-12-28 06:11:30","closed","bdarnell","2016-02-14 02:43:14"
"1618","sema","2015-12-27 14:21:02","open","",""
"1617","DayneSorvisto","2015-12-27 09:10:53","closed","bdarnell","2015-12-31 22:38:21"
"1616","saintthor","2015-12-21 08:53:07","closed","bdarnell","2016-11-20 09:14:48"
"1615","ColorFuzzy","2015-12-21 04:12:44","closed","bdarnell","2015-12-31 22:34:57"
"1614","ColorFuzzy","2015-12-19 22:49:58","closed","ColorFuzzy","2015-12-21 04:09:43"
"1613","ColorFuzzy","2015-12-19 22:25:12","closed","ColorFuzzy","2015-12-19 22:48:27"
"1612","ColorFuzzy","2015-12-19 20:22:38","closed","ColorFuzzy","2015-12-19 20:28:02"
"1611","ColorFuzzy","2015-12-19 19:47:04","closed","ColorFuzzy","2015-12-19 19:58:25"
"1610","iceb0y","2015-12-19 04:04:59","closed","bdarnell","2015-12-19 19:24:39"
"1609","iceb0y","2015-12-19 04:04:13","closed","bdarnell","2016-02-14 02:43:27"
"1608","Sjord","2015-12-17 09:16:17","closed","bdarnell","2016-02-14 19:00:27"
"1607","ColorFuzzy","2015-12-17 03:14:31","closed","ColorFuzzy","2016-01-03 13:19:32"
"1606","elliottslaughter","2015-12-17 01:44:13","closed","bdarnell","2016-02-14 03:31:15"
"1605","saintthor","2015-12-15 03:08:48","closed","saintthor","2015-12-15 04:14:30"
"1604","liaoxiaorong","2015-12-14 11:24:31","closed","bdarnell","2015-12-31 18:56:03"
"1603","jonathanstrong","2015-12-10 00:18:46","open","",""
"1602","jvanlangen","2015-12-09 16:11:40","closed","bdarnell","2015-12-10 03:13:09"
"1601","viyatb","2015-12-09 06:08:53","closed","bdarnell","2015-12-10 03:11:14"
"1600","dinever","2015-12-08 05:42:16","closed","ajdavis","2015-12-08 22:34:09"
"1599","emehrkay","2015-12-07 21:36:09","closed","bdarnell","2015-12-18 05:04:04"
"1598","BeanYoung","2015-12-03 10:19:46","closed","bdarnell","2016-02-15 00:04:56"
"1597","Dmitri-Sintsov","2015-12-03 09:29:59","closed","bdarnell","2015-12-03 13:05:10"
"1596","knightliao","2015-12-02 09:46:36","closed","ajdavis","2015-12-02 13:35:16"
"1595","mrocklin","2015-11-24 22:02:17","open","",""
"1594","szl-926929","2015-11-24 08:37:42","closed","bdarnell","2015-11-28 19:59:33"
"1593","Hardtack","2015-11-24 05:13:00","closed","bdarnell","2015-11-24 10:15:47"
"1592","codepython","2015-11-23 08:27:35","closed","ajdavis","2015-11-23 09:56:38"
"1591","marrrvin","2015-11-22 11:35:30","closed","bdarnell","2015-11-23 10:53:44"
"1590","AaronOpfer","2015-11-21 22:06:05","closed","bdarnell","2016-02-15 00:41:54"
"1589","rskumar","2015-11-21 21:03:33","closed","bdarnell","2015-11-23 10:49:00"
"1588","AaronOpfer","2015-11-21 19:53:50","open","",""
"1587","hschachn","2015-11-20 13:03:01","closed","bdarnell","2015-11-21 16:33:02"
"1586","mivade","2015-11-20 11:33:10","closed","ajdavis","2015-11-20 14:04:29"
"1585","elveatles","2015-11-17 04:09:31","closed","bdarnell","2016-05-22 01:55:27"
"1584","chrisseto","2015-11-13 21:11:18","open","",""
"1583","thestick613","2015-11-11 20:24:34","closed","bdarnell","2016-02-15 00:47:40"
"1582","minrk","2015-11-11 12:23:30","closed","bdarnell","2015-11-12 01:14:02"
"1581","schlamar","2015-11-11 10:42:03","open","",""
"1580","schlamar","2015-11-11 07:19:25","open","",""
"1579","felixonmars","2015-11-07 06:01:01","closed","bdarnell","2015-11-07 22:23:40"
"1578","bdarnell","2015-11-07 01:04:28","closed","bdarnell","2015-11-07 02:09:22"
"1577","mikechiu1012","2015-11-04 15:29:38","closed","mikechiu1012","2015-11-05 01:25:32"
"1576","ewang","2015-11-02 23:03:13","closed","bdarnell","2015-11-07 00:55:18"
"1575","dapangmao","2015-11-02 17:22:20","closed","dapangmao","2015-11-02 17:29:10"
"1574","macro","2015-10-29 23:37:31","closed","bdarnell","2015-11-07 00:54:48"
"1573","macro","2015-10-29 21:59:05","closed","bdarnell","2015-11-07 00:54:48"
"1572","bdarnell","2015-10-29 19:19:53","closed","bdarnell","2015-11-07 00:55:18"
"1571","mikhtonyuk","2015-10-29 17:49:43","closed","mikhtonyuk","2015-11-03 19:10:42"
"1570","shrkw","2015-10-28 07:16:18","closed","shrkw","2015-10-30 05:23:49"
"1569","rudyryk","2015-10-27 10:11:38","open","",""
"1568","chrisseto","2015-10-26 05:24:17","closed","bdarnell","2015-11-07 00:55:34"
"1567","bdarnell","2015-10-24 13:59:26","closed","bdarnell","2015-10-24 14:22:51"
"1566","rakeshsukla53","2015-10-24 08:24:50","open","",""
"1565","fernandoflorez","2015-10-24 04:23:12","closed","bdarnell","2015-10-24 14:22:51"
"1564","fernandoflorez","2015-10-24 04:11:09","closed","bdarnell","2016-02-14 03:35:08"
"1563","szweep","2015-10-23 14:33:41","closed","bdarnell","2015-10-24 14:32:27"
"1562","selam","2015-10-21 20:18:14","closed","bdarnell","2015-10-22 01:43:30"
"1561","chemary","2015-10-21 16:28:15","closed","bdarnell","2015-10-22 01:25:55"
"1560","pathcl","2015-10-20 15:30:10","closed","bdarnell","2015-10-20 15:58:08"
"1559","szweep","2015-10-19 17:41:01","closed","bdarnell","2015-10-24 14:32:49"
"1558","maartenbreddels","2015-10-19 15:25:24","closed","bdarnell","2015-10-24 16:00:18"
"1557","bdarnell","2015-10-18 20:36:52","closed","bdarnell","2015-10-18 21:50:41"
"1556","speranskydanil","2015-10-17 17:00:09","closed","bdarnell","2015-10-17 20:04:09"
"1555","fernandoflorez","2015-10-17 14:27:23","closed","bdarnell","2015-10-24 16:04:30"
"1554","almarklein","2015-10-16 20:57:13","closed","almarklein","2015-10-30 14:00:11"
"1553","xbao","2015-10-16 11:52:47","closed","bdarnell","2015-10-18 13:44:28"
"1552","kardaj","2015-10-15 20:07:59","closed","bdarnell","2015-10-15 21:49:05"
"1551","ImmanuelSamuel","2015-10-14 04:11:47","closed","ImmanuelSamuel","2015-10-14 04:13:49"
"1550","ajdavis","2015-10-12 17:48:32","closed","bdarnell","2015-10-13 21:34:58"
"1549","david-pureal","2015-10-12 09:54:26","closed","bdarnell","2015-10-12 11:10:31"
"1548","david-pureal","2015-10-12 09:50:51","closed","bdarnell","2015-10-12 10:20:16"
"1547","PingPongBalls","2015-10-12 05:26:48","closed","bdarnell","2015-10-12 10:32:31"
"1546","mrocklin","2015-10-09 22:04:03","closed","mrocklin","2015-10-11 21:24:45"
"1545","PingPongBalls","2015-10-08 02:38:40","closed","bdarnell","2015-10-08 03:10:49"
"1544","gitter-badger","2015-10-07 03:03:59","closed","bdarnell","2016-07-13 02:52:05"
"1543","rudyryk","2015-10-06 13:04:50","open","",""
"1542","bdarnell","2015-10-04 02:47:38","closed","bdarnell","2015-10-04 03:13:54"
"1541","bdarnell","2015-10-03 17:07:11","closed","bdarnell","2015-10-03 17:59:15"
"1540","bdarnell","2015-10-03 15:22:46","closed","bdarnell","2015-10-03 15:51:42"
"1539","jonathan-s","2015-10-02 11:31:11","closed","bdarnell","2015-10-02 15:23:49"
"1538","awsh","2015-10-01 19:53:04","closed","bdarnell","2015-10-01 20:53:55"
"1537","awsh","2015-10-01 18:58:14","closed","awsh","2015-10-01 19:40:16"
"1536","sieben","2015-10-01 07:49:17","closed","bdarnell","2015-10-01 14:22:37"
"1535","sieben","2015-10-01 07:47:27","closed","bdarnell","2015-10-01 14:22:53"
"1534","centromere","2015-09-30 17:36:42","open","",""
"1533","bdarnell","2015-09-29 02:40:11","closed","bdarnell","2015-09-29 03:10:49"
"1532","wannabeCitizen","2015-09-29 00:38:08","closed","bdarnell","2015-09-29 03:10:49"
"1531","stj","2015-09-28 22:03:56","closed","bdarnell","2015-10-03 13:54:18"
"1530","mr-ping","2015-09-28 02:59:54","closed","bdarnell","2015-09-28 03:21:23"
"1529","mr-ping","2015-09-28 02:30:25","closed","mr-ping","2015-09-28 02:36:08"
"1528","bdarnell","2015-09-28 01:11:39","closed","bdarnell","2015-09-28 01:35:04"
"1527","bdarnell","2015-09-27 23:05:49","closed","bdarnell","2015-09-28 00:08:12"
"1526","bdarnell","2015-09-27 17:43:48","closed","bdarnell","2015-09-28 03:39:34"
"1525","bdarnell","2015-09-27 15:58:36","closed","bdarnell","2015-09-27 16:28:00"
"1524","qulc","2015-09-26 04:26:36","closed","bdarnell","2015-09-27 16:29:33"
"1523","mivade","2015-09-22 21:53:00","closed","bdarnell","2015-09-27 16:49:52"
"1522","gpiffault","2015-09-22 13:34:23","closed","bdarnell","2015-09-27 16:38:30"
"1521","holymonson","2015-09-22 07:00:04","closed","holymonson","2015-09-24 03:53:07"
"1520","vgoklani","2015-09-18 15:50:13","closed","bdarnell","2015-09-27 16:56:56"
"1519","janbalaz","2015-09-16 19:17:20","closed","bdarnell","2015-09-19 04:54:25"
"1518","terminalmage","2015-09-14 17:39:22","closed","bdarnell","2015-09-28 03:39:34"
"1517","Lancher","2015-09-13 10:08:59","open","",""
"1516","alunduil","2015-09-11 18:55:33","open","",""
"1515","sevenguin","2015-09-11 06:24:13","closed","bdarnell","2015-09-27 16:35:45"
"1514","noxiouz","2015-09-09 11:42:05","closed","bdarnell","2015-09-13 00:31:18"
"1513","noxiouz","2015-09-08 13:37:39","closed","noxiouz","2015-09-19 11:26:52"
"1512","zguangyu","2015-09-03 12:28:55","closed","ajdavis","2015-09-03 14:35:33"
"1511","klaussfreire","2015-09-02 19:02:46","closed","bdarnell","2015-09-27 20:00:46"
"1510","fydot","2015-09-02 17:48:13","closed","bdarnell","2015-09-06 01:14:40"
"1509","Chippiewill","2015-09-02 09:41:42","closed","bdarnell","2015-09-03 03:31:15"
"1508","ydaniv","2015-09-02 05:52:11","closed","ydaniv","2015-09-08 09:26:08"
"1507","Andyworker","2015-09-01 01:50:34","closed","bdarnell","2015-09-02 11:17:20"
"1506","Lancher","2015-08-30 11:36:01","closed","Lancher","2015-09-13 09:36:02"
"1505","rsmith31415","2015-08-29 19:54:33","closed","bdarnell","2015-09-03 02:43:11"
"1504","mivade","2015-08-29 12:40:19","open","",""
"1503","Sevenops","2015-08-29 04:19:38","closed","bdarnell","2015-08-29 08:30:54"
"1502","lujinda","2015-08-27 04:55:38","closed","bdarnell","2015-09-27 22:30:24"
"1501","zguangyu","2015-08-25 10:47:40","closed","zguangyu","2015-09-03 12:08:39"
"1500","patapra","2015-08-24 19:37:46","closed","bdarnell","2015-09-13 17:21:13"
"1499","arthurdarcet","2015-08-24 15:49:29","closed","bdarnell","2015-09-15 03:42:29"
"1498","ghandee","2015-08-24 10:20:30","closed","bdarnell","2015-09-27 23:29:34"
"1497","codeb2cc","2015-08-24 07:24:00","closed","bdarnell","2015-09-28 04:11:06"
"1496","e1mus","2015-08-23 14:25:26","closed","bdarnell","2015-09-27 16:50:13"
"1495","stevepeak","2015-08-21 18:38:46","closed","bdarnell","2015-08-26 13:16:31"
"1494","gwillem","2015-08-21 12:58:37","closed","bdarnell","2015-09-28 00:15:12"
"1493","arthurdarcet","2015-08-19 16:42:36","closed","bdarnell","2015-10-04 03:14:45"
"1492","wjackson","2015-08-19 16:21:23","closed","bdarnell","2015-09-27 22:47:20"
"1491","iivvaall","2015-08-18 18:02:41","closed","bdarnell","2015-09-28 01:35:11"
"1490","Sjord","2015-08-18 12:54:49","open","",""
"1489","andrzejkrecicki","2015-08-16 23:12:40","closed","bdarnell","2015-10-01 20:54:16"
"1488","jsarenik","2015-08-16 06:51:54","closed","bdarnell","2015-08-16 17:28:14"
"1487","mivade","2015-08-14 14:22:52","closed","mivade","2016-08-10 19:08:05"
"1486","malthe","2015-08-14 14:15:20","closed","bdarnell","2017-02-20 19:37:49"
"1485","alunduil","2015-08-13 16:44:29","closed","bdarnell","2015-09-28 01:35:12"
"1484","jsocol","2015-08-13 16:10:14","closed","jsocol","2015-08-13 16:24:52"
"1483","zhkzyth","2015-08-08 12:21:44","closed","bdarnell","2015-08-08 16:39:50"
"1482","ms7s","2015-08-07 13:48:50","closed","bdarnell","2015-08-11 03:33:31"
"1481","mehmetkose","2015-08-07 09:46:07","open","",""
"1480","misuzu","2015-08-05 11:43:57","closed","bdarnell","2016-12-23 12:37:27"
"1479","mr-ping","2015-08-05 07:37:56","closed","bdarnell","2015-09-06 14:24:59"
"1478","pbeeson","2015-08-03 19:38:46","closed","pbeeson","2015-08-04 19:15:32"
"1477","bdarnell","2015-08-03 14:06:59","closed","bdarnell","2015-11-07 00:52:29"
"1476","bdarnell","2015-08-03 02:07:15","closed","bdarnell","2015-08-03 04:19:09"
"1475","aebrahim","2015-07-31 20:38:57","closed","aebrahim","2015-08-03 19:47:21"
"1474","socketpair","2015-07-29 09:25:44","closed","bdarnell","2015-09-28 01:35:12"
"1473","eklitzke","2015-07-28 21:12:01","closed","bdarnell","2015-07-30 02:54:32"
"1472","mendrugory","2015-07-27 16:15:54","closed","mendrugory","2015-07-31 16:41:43"
"1471","gitchs","2015-07-27 08:24:30","closed","bdarnell","2015-07-30 02:40:00"
"1470","Wilbeibi","2015-07-26 21:58:58","closed","Wilbeibi","2015-08-04 21:49:03"
"1469","yjwei","2015-07-24 07:15:56","closed","bdarnell","2015-07-30 02:51:00"
"1468","aebrahim","2015-07-24 01:55:39","closed","bdarnell","2015-07-31 01:10:48"
"1467","jetz","2015-07-23 09:46:22","closed","jetz","2016-01-13 02:55:16"
"1466","rsmith31415","2015-07-23 01:09:05","closed","bdarnell","2015-07-23 17:43:19"
"1465","aebrahim","2015-07-22 21:12:18","closed","aebrahim","2015-07-24 01:56:03"
"1464","mqingyn","2015-07-11 01:22:11","closed","ajdavis","2015-07-11 02:12:50"
"1463","KimiNewt","2015-07-08 07:40:45","closed","bdarnell","2015-08-02 20:24:57"
"1462","KenjiTakahashi","2015-07-06 15:46:29","open","",""
"1461","leeclemens","2015-07-05 00:00:45","closed","bdarnell","2015-07-05 00:20:17"
"1460","ianmackinnon","2015-07-02 11:46:36","closed","bdarnell","2015-07-03 22:35:26"
"1459","rsmith31415","2015-07-01 14:43:01","closed","bdarnell","2015-07-03 22:18:09"
"1458","kawing-chiu","2015-06-26 12:48:05","closed","bdarnell","2015-07-05 18:30:31"
"1457","drewmiller","2015-06-21 17:17:19","open","",""
"1456","gward","2015-06-21 14:43:22","closed","bdarnell","2015-07-04 17:43:32"
"1455","anandology","2015-06-20 23:13:18","open","",""
"1454","kippandrew","2015-06-19 15:11:34","closed","bdarnell","2015-06-28 20:44:35"
"1453","malthe","2015-06-12 11:53:11","closed","bdarnell","2015-07-04 18:35:42"
"1452","dave-shawley","2015-06-12 11:38:10","closed","dave-shawley","2015-06-12 16:44:38"
"1451","bobpoekert","2015-06-09 05:14:08","closed","bdarnell","2015-07-04 19:44:46"
"1450","BastinRobin","2015-06-06 03:47:04","closed","bdarnell","2015-07-05 18:18:26"
"1449","jnsflint","2015-06-04 19:20:11","closed","bdarnell","2015-07-05 03:56:50"
"1448","scoder","2015-06-03 13:30:27","open","",""
"1447","opoplawski","2015-05-27 20:02:54","closed","bdarnell","2015-07-04 19:47:26"
"1446","ner0x652","2015-05-25 07:44:18","closed","bdarnell","2015-05-25 14:24:22"
"1445","tonal","2015-05-21 11:19:27","closed","bdarnell","2015-07-04 22:24:46"
"1444","abdulmuradagha","2015-05-19 17:47:29","closed","bdarnell","2015-05-19 20:44:37"
"1443","opoplawski","2015-05-18 22:30:19","closed","bdarnell","2015-07-05 18:17:51"
"1442","stephane-martin","2015-05-17 19:50:10","closed","bdarnell","2015-05-17 21:24:26"
"1441","omata-metamax","2015-05-14 21:51:03","closed","bdarnell","2015-05-15 15:13:38"
"1440","xiazhibin","2015-05-09 09:36:41","closed","bdarnell","2015-05-09 14:03:06"
"1439","yuxizhou","2015-05-06 08:16:10","closed","yuxizhou","2015-05-07 06:31:58"
"1438","dvirsky","2015-05-05 08:35:11","open","",""
"1437","ly0","2015-05-04 07:26:46","closed","ly0","2015-05-04 07:49:42"
"1436","alunduil","2015-05-03 14:53:06","closed","bdarnell","2015-05-08 03:03:27"
"1435","socketpair","2015-04-30 05:23:47","closed","bdarnell","2015-05-06 05:05:17"
"1434","DriverX","2015-04-28 14:46:50","closed","bdarnell","2016-10-01 04:38:28"
"1433","hallelujah-shih","2015-04-27 04:10:31","closed","bdarnell","2015-04-29 01:16:13"
"1432","szweep","2015-04-24 14:50:41","closed","bdarnell","2015-04-29 01:12:10"
"1431","ajdavis","2015-04-24 13:32:43","closed","bdarnell","2015-04-24 14:01:30"
"1430","ajdavis","2015-04-24 13:26:22","closed","bdarnell","2015-04-24 13:51:15"
"1429","WGH-","2015-04-24 09:56:11","closed","bdarnell","2015-05-06 05:18:33"
"1428","szweep","2015-04-23 20:52:32","closed","bdarnell","2015-05-09 02:23:44"
"1427","harryprince","2015-04-22 06:15:20","closed","bdarnell","2015-04-29 01:11:29"
"1426","pfrantz","2015-04-21 05:20:07","open","",""
"1425","s0undt3ch","2015-04-20 14:48:25","closed","bdarnell","2015-04-20 15:57:29"
"1424","yskomur","2015-04-19 20:09:25","closed","bdarnell","2015-04-19 20:23:20"
"1423","ajdavis","2015-04-19 03:11:44","closed","bdarnell","2015-04-19 15:27:41"
"1422","ajdavis","2015-04-19 02:45:33","closed","bdarnell","2015-04-19 15:22:13"
"1421","ajdavis","2015-04-15 01:24:59","closed","bdarnell","2015-04-17 14:29:38"
"1420","VMitov","2015-04-14 15:43:36","closed","bdarnell","2015-04-18 17:08:48"
"1419","kippandrew","2015-04-14 15:08:30","closed","bdarnell","2015-04-18 17:52:14"
"1418","mosquito","2015-04-13 23:30:18","closed","bdarnell","2015-04-14 21:31:42"
"1417","ajdavis","2015-04-12 21:16:50","closed","bdarnell","2015-04-13 19:25:43"
"1416","ajdavis","2015-04-12 17:29:02","closed","bdarnell","2015-04-12 20:19:31"
"1415","MengJueM","2015-04-10 10:11:49","closed","bdarnell","2015-04-18 17:52:33"
"1414","rskumar","2015-04-10 02:36:55","open","rskumar",""
"1413","ojomio","2015-04-08 08:24:59","closed","bdarnell","2015-04-18 22:16:20"
"1412","abhinav","2015-04-07 18:58:25","closed","bdarnell","2015-04-09 02:10:04"
"1411","Liuchang0812","2015-04-05 12:09:24","closed","bdarnell","2015-04-08 03:53:29"
"1410","alanderex","2015-04-05 10:00:32","closed","bdarnell","2015-04-08 04:09:34"
"1409","ajdavis","2015-04-04 13:08:49","closed","bdarnell","2015-04-10 16:46:56"
"1408","ajdavis","2015-04-04 12:40:24","closed","bdarnell","2015-04-10 16:46:47"
"1407","jorgecuesta","2015-04-02 17:52:59","closed","bdarnell","2015-04-18 22:23:49"
"1406","legnaleurc","2015-04-02 15:49:49","closed","bdarnell","2015-04-18 22:41:53"
"1405","scipetr","2015-04-02 13:50:45","closed","bdarnell","2015-04-03 17:52:49"
"1404","beef9999","2015-04-02 08:25:23","closed","bdarnell","2015-04-02 22:18:17"
"1403","v3ss0n","2015-04-02 01:16:51","closed","v3ss0n","2015-04-02 02:52:16"
"1402","no13bus","2015-04-01 08:29:56","closed","bdarnell","2015-04-01 23:31:02"
"1401","ajdavis","2015-03-31 02:41:44","closed","bdarnell","2015-03-31 03:30:56"
"1400","YS-","2015-03-30 16:24:27","closed","bdarnell","2015-03-31 02:36:25"
"1399","martinhoefling","2015-03-29 15:24:32","closed","bdarnell","2015-04-19 16:53:54"
"1398","ajdavis","2015-03-27 10:23:32","closed","bdarnell","2015-03-28 15:14:21"
"1397","omribahumi","2015-03-26 14:37:21","closed","bdarnell","2015-04-18 23:47:33"
"1396","ajdavis","2015-03-25 10:19:15","closed","bdarnell","2015-03-26 12:30:31"
"1395","legnaleurc","2015-03-25 05:37:03","closed","bdarnell","2015-03-27 03:54:46"
"1394","ajdavis","2015-03-24 03:36:34","closed","bdarnell","2015-03-25 00:40:00"
"1393","imjustfly","2015-03-20 11:38:51","closed","bdarnell","2015-03-20 19:30:19"
"1392","salientgreen","2015-03-19 14:21:18","closed","salientgreen","2015-03-26 03:43:02"
"1391","legnaleurc","2015-03-19 10:20:08","closed","legnaleurc","2015-03-20 03:09:18"
"1390","legnaleurc","2015-03-19 09:55:40","closed","bdarnell","2015-03-29 20:33:53"
"1389","legnaleurc","2015-03-19 09:36:42","closed","bdarnell","2015-03-20 02:27:37"
"1388","arikfr","2015-03-18 13:51:53","closed","bdarnell","2015-03-18 14:32:34"
"1387","no13bus","2015-03-18 09:14:43","closed","no13bus","2015-03-18 10:54:39"
"1386","mqingyn","2015-03-18 08:38:37","closed","bdarnell","2015-03-18 13:54:32"
"1385","no13bus","2015-03-18 05:38:15","closed","bdarnell","2015-03-19 00:53:06"
"1384","mqingyn","2015-03-18 01:07:27","closed","bdarnell","2015-03-18 02:22:31"
"1383","rcorzogutierrez","2015-03-17 21:00:44","closed","bdarnell","2015-03-20 18:45:31"
"1382","mgenti","2015-03-16 18:44:33","closed","bdarnell","2015-03-17 01:52:27"
"1381","ajdavis","2015-03-16 13:06:03","closed","bdarnell","2015-03-17 01:53:18"
"1380","ajdavis","2015-03-15 01:27:53","closed","bdarnell","2015-03-16 02:00:58"
"1379","mgenti","2015-03-13 18:03:22","closed","bdarnell","2015-03-13 22:45:00"
"1378","diranged","2015-03-12 19:33:14","closed","bdarnell","2015-03-29 19:01:32"
"1377","vovanec","2015-03-12 18:25:45","closed","bdarnell","2015-03-27 03:02:43"
"1376","rutsky","2015-03-12 10:34:33","closed","bdarnell","2015-03-12 13:57:26"
"1375","rutsky","2015-03-11 13:56:04","closed","bdarnell","2015-03-11 14:49:26"
"1374","tudousi","2015-03-11 13:53:21","closed","bdarnell","2015-03-11 14:49:08"
"1373","daftshady","2015-03-09 04:21:31","closed","bdarnell","2015-03-10 02:25:50"
"1372","carlware","2015-03-08 05:20:39","closed","carlware","2015-03-09 03:59:18"
"1371","ysimonson","2015-03-07 17:35:34","closed","bdarnell","2015-03-07 17:58:20"
"1370","ysimonson","2015-03-06 20:22:09","closed","bdarnell","2015-03-07 17:58:25"
"1369","ysimonson","2015-03-06 20:15:09","closed","ysimonson","2015-03-06 20:22:50"
"1368","jackcaicn","2015-03-05 07:46:41","closed","bdarnell","2015-03-29 20:39:12"
"1367","jackcaicn","2015-03-05 07:05:25","closed","jackcaicn","2015-03-05 10:02:50"
"1366","ajdavis","2015-03-03 18:49:30","closed","bdarnell","2015-03-04 01:32:08"
"1365","fonnesbeck","2015-03-03 17:23:58","closed","bdarnell","2015-03-29 20:38:34"
"1364","sangsta","2015-03-02 10:22:26","open","",""
"1363","bdarnell","2015-03-01 19:30:44","closed","bdarnell","2015-07-05 15:10:53"
"1362","bdarnell","2015-03-01 18:53:14","closed","bdarnell","2015-03-05 04:26:42"
"1361","bdarnell","2015-03-01 18:50:46","open","",""
"1360","celestian02","2015-03-01 15:55:56","closed","bdarnell","2015-03-05 03:28:59"
"1359","celestian02","2015-03-01 15:54:55","closed","bdarnell","2015-03-01 17:01:38"
"1358","qiulin","2015-03-01 01:28:43","closed","qiulin","2015-03-01 01:29:07"
"1357","cganterh","2015-02-28 23:22:54","closed","bdarnell","2015-03-01 02:30:06"
"1356","ajdavis","2015-02-28 19:17:26","closed","bdarnell","2015-02-28 19:47:23"
"1355","ajdavis","2015-02-28 17:19:49","closed","bdarnell","2015-02-28 18:08:52"
"1354","ajdavis","2015-02-28 17:15:12","closed","bdarnell","2015-02-28 17:55:09"
"1353","ajdavis","2015-02-28 17:13:31","closed","bdarnell","2015-02-28 19:47:02"
"1352","ajdavis","2015-02-27 03:12:15","closed","bdarnell","2015-02-27 03:50:03"
"1351","mccutchen","2015-02-25 19:55:09","closed","bdarnell","2015-03-05 03:28:59"
"1350","mikhail-ekzi","2015-02-25 10:59:32","closed","bdarnell","2015-03-05 03:25:38"
"1349","st4lk","2015-02-24 10:52:19","closed","bdarnell","2015-02-25 00:39:53"
"1348","st4lk","2015-02-23 09:20:51","closed","bdarnell","2015-02-23 15:49:23"
"1347","shuklaabhi","2015-02-23 06:33:31","closed","shuklaabhi","2015-02-23 06:38:05"
"1346","ajdavis","2015-02-23 06:21:59","closed","bdarnell","2015-02-26 03:16:52"
"1345","sjbrown","2015-02-21 06:50:01","closed","bdarnell","2015-02-21 22:56:30"
"1344","ajdavis","2015-02-20 03:06:26","closed","bdarnell","2015-02-20 04:08:25"
"1343","browning","2015-02-20 00:20:09","closed","bdarnell","2015-02-20 00:41:50"
"1342","Paranaix","2015-02-17 14:08:45","closed","bdarnell","2015-02-18 01:37:15"
"1341","ajdavis","2015-02-16 01:21:19","closed","bdarnell","2015-02-18 14:54:44"
"1340","jonashagstedt","2015-02-15 01:07:40","closed","bdarnell","2015-02-15 15:57:12"
"1339","fcicq","2015-02-14 20:39:03","closed","bdarnell","2015-02-15 17:24:33"
"1338","ajdavis","2015-02-14 19:36:06","closed","bdarnell","2015-02-15 15:56:15"
"1337","mattchen","2015-02-13 17:46:46","closed","mattchen","2015-02-14 01:53:34"
"1336","grafuls","2015-02-12 17:19:58","closed","bdarnell","2015-02-12 22:05:48"
"1335","grafuls","2015-02-12 13:25:54","closed","bdarnell","2015-02-12 16:13:14"
"1334","coffeeowl","2015-02-12 11:04:29","open","",""
"1333","carlsverre","2015-02-12 04:17:26","closed","bdarnell","2015-02-12 23:06:51"
"1332","hackrole","2015-02-11 04:35:26","closed","bdarnell","2015-02-11 05:26:05"
"1331","ajdavis","2015-02-11 04:17:24","closed","ajdavis","2015-02-14 19:35:27"
"1330","hackrole","2015-02-10 02:05:42","closed","bdarnell","2015-02-10 04:29:32"
"1329","misuzu","2015-02-09 13:46:46","open","",""
"1328","eglyph","2015-02-06 16:37:17","closed","bdarnell","2015-02-07 03:44:12"
"1327","josephok","2015-02-06 02:30:11","closed","bdarnell","2015-02-07 18:19:37"
"1326","emehrkay","2015-02-04 06:28:20","closed","emehrkay","2015-02-07 02:59:25"
"1325","ccampbell","2015-02-03 21:08:56","closed","bdarnell","2015-02-07 18:18:08"
"1324","ccampbell","2015-02-03 20:35:07","closed","bdarnell","2015-02-07 18:18:08"
"1323","Paranaix","2015-02-03 18:47:04","open","",""
"1322","splucas","2015-02-03 18:32:14","closed","bdarnell","2015-02-15 23:45:47"
"1321","bdarnell","2015-02-02 15:47:27","open","",""
"1320","ajdavis","2015-01-30 20:10:40","closed","bdarnell","2015-02-01 16:25:12"
"1319","hfaran","2015-01-30 10:47:42","closed","bdarnell","2015-01-30 17:15:17"
"1318","payne92","2015-01-28 14:50:39","closed","bdarnell","2015-01-28 19:07:36"
"1317","st4lk","2015-01-27 12:45:45","closed","bdarnell","2015-02-22 00:46:44"
"1316","zhyq0826","2015-01-27 09:19:46","closed","bdarnell","2015-02-08 18:27:37"
"1315","blackshirt","2015-01-27 07:25:55","closed","bdarnell","2015-01-28 03:29:06"
