"number","created_by","created_at","state","commits","merged_by","merged_at"
"1976","OrangeTux","2016-08-03 11:43:31","closed","0","davidism","2016-08-03 16:22:14"
"1973","SaturnR","2016-08-02 14:51:03","closed","1","untitaker","2016-08-20 15:43:10"
"1967","jeffwidman","2016-07-29 10:49:01","closed","0","untitaker","2016-07-29 12:27:30"
"1965","vioan","2016-07-28 14:36:04","open","1","",""
"1963","teddy-hoo","2016-07-27 12:25:57","closed","1","",""
"1961","jiangwwei","2016-07-23 06:04:40","closed","0","",""
"1960","vkrizan","2016-07-22 15:08:31","closed","1","",""
"1956","shakib609","2016-07-16 16:01:18","closed","0","mitsuhiko","2016-07-17 18:02:26"
"1954","wgwz","2016-07-12 17:52:16","closed","4","untitaker","2016-08-22 18:52:54"
"1953","wgwz","2016-07-12 17:42:49","closed","1","",""
"1951","ahmedakef","2016-07-09 18:52:33","closed","1","untitaker","2016-07-28 20:46:42"
"1950","nateprewitt","2016-07-08 05:37:27","closed","1","untitaker","2016-08-12 13:12:00"
"1946","honsiorovskyi","2016-07-06 08:52:50","closed","1","",""
"1945","wgwz","2016-07-06 00:24:38","closed","5","davidism","2016-07-06 00:31:00"
"1944","wgwz","2016-07-04 16:28:21","closed","76","",""
"1942","jmsdvl","2016-07-02 22:13:38","open","1","",""
"1940","smitthakkar96","2016-07-01 12:34:30","closed","1","",""
"1939","tdpsk","2016-07-01 12:06:04","closed","0","",""
"1937","joannejang","2016-06-30 01:05:39","closed","2","",""
"1936","acatton","2016-06-29 10:02:35","open","1","",""
"1934","pykaso","2016-06-29 06:42:16","open","1","",""
"1932","georgschoelly","2016-06-26 09:42:50","closed","1","davidism","2016-06-26 20:32:47"
"1930","linkcheng","2016-06-25 03:48:38","closed","0","",""
"1928","davidism","2016-06-23 19:50:38","closed","2","davidism","2016-06-23 20:00:45"
"1927","shubhamoli","2016-06-23 19:11:37","closed","1","",""
"1925","wgwz","2016-06-23 00:25:58","closed","6","",""
"1921","bngsudheer","2016-06-21 15:25:03","closed","1","ThiefMaster","2016-06-21 15:27:03"
"1920","alexyer","2016-06-20 10:11:56","closed","1","jeffwidman","2016-07-05 19:00:43"
"1918","ameya-pandilwar","2016-06-19 20:57:33","closed","0","jeffwidman","2016-06-22 20:26:35"
"1917","bfontaine","2016-06-19 14:36:17","closed","0","davidism","2016-06-19 20:27:23"
"1914","ArchRoller","2016-06-15 21:23:00","closed","0","",""
"1913","ArchRoller","2016-06-15 14:08:41","closed","0","davidism","2016-06-15 16:27:06"
"1912","untitaker","2016-06-14 20:45:35","closed","1","untitaker","2016-06-14 20:46:27"
"1910","davb5","2016-06-14 00:17:08","open","3","",""
"1909","m85091081","2016-06-13 17:02:00","closed","1","",""
"1900","dcfix","2016-06-09 02:26:56","closed","2","untitaker","2016-06-16 20:40:24"
"1898","RaHus","2016-06-08 17:51:06","open","2","",""
"1896","antsar","2016-06-08 01:46:51","open","1","",""
"1892","avborhanian","2016-06-06 15:29:51","closed","1","untitaker","2016-06-06 15:37:07"
"1891","zkanda","2016-06-06 08:55:25","closed","1","",""
"1890","ryanbackman","2016-06-06 03:50:13","closed","1","untitaker","2016-06-06 11:03:01"
"1889","hyunchel","2016-06-04 20:02:23","closed","1","davidism","2016-06-05 17:32:01"
"1888","dawran6","2016-06-04 17:52:05","closed","1","untitaker","2016-08-28 22:06:53"
"1887","zevaverbach","2016-06-03 23:59:41","open","2","",""
"1886","dawran6","2016-06-03 23:00:19","open","1","",""
"1885","nland","2016-06-03 22:47:02","closed","1","",""
"1884","antsar","2016-06-03 21:50:58","closed","1","untitaker","2016-08-20 15:43:58"
"1883","karlw00t","2016-06-03 21:13:34","closed","1","davidism","2016-06-03 21:32:11"
"1882","hyunchel","2016-06-03 20:00:41","closed","1","davidism","2016-07-05 19:46:01"
"1881","antsar","2016-06-03 19:40:59","closed","1","untitaker","2016-06-07 18:12:40"
"1878","untitaker","2016-06-03 11:57:28","closed","3","untitaker","2016-06-03 12:44:13"
"1876","dawran6","2016-06-02 23:55:51","closed","1","davidism","2016-06-03 17:58:39"
"1875","hyunchel","2016-06-02 23:40:12","closed","1","untitaker","2016-06-03 05:15:00"
"1874","dawran6","2016-06-02 23:34:08","open","1","",""
"1873","autoferrit","2016-06-02 23:00:48","closed","1","",""
"1872","jphilipsen05","2016-06-02 22:40:39","closed","1","untitaker","2016-06-03 16:41:10"
"1871","alatar-","2016-06-02 22:34:56","closed","1","",""
"1870","jsonbrazeal","2016-06-02 22:28:59","closed","1","davidism","2016-06-02 22:40:59"
"1869","JamesTFarrington","2016-06-02 22:28:55","closed","2","davidism","2016-06-03 16:29:12"
"1868","antsar","2016-06-02 22:24:06","closed","1","untitaker","2016-06-03 12:55:33"
"1867","dawran6","2016-06-02 22:05:54","open","1","",""
"1866","jasonslay","2016-06-02 21:56:07","open","2","",""
"1865","davidism","2016-06-02 21:54:30","closed","1","davidism","2016-06-02 21:54:49"
"1864","mattrobenolt","2016-06-02 21:50:01","closed","1","",""
"1863","dorianpula","2016-06-02 21:36:54","closed","1","",""
"1862","antsar","2016-06-02 21:19:38","closed","1","jeffwidman","2016-06-02 21:32:24"
"1861","ryanbackman","2016-06-02 21:12:32","closed","1","jeffwidman","2016-06-02 21:15:24"
"1860","jphilipsen05","2016-06-02 20:06:06","closed","2","davidism","2016-06-03 00:56:08"
"1859","prachikhadke","2016-06-02 20:01:15","closed","1","",""
