"number","created_by","created_at","state","closed_by","closed_at"
"1370","dlstadther","2015-11-05 19:08:53","closed","erikbern","2015-11-05 20:21:24"
"1369","hlawrenz","2015-11-05 13:41:00","closed","erikbern","2015-11-05 13:46:31"
"1368","jeffcjohnson","2015-11-04 20:26:54","closed","erikbern","2016-02-23 04:06:25"
"1367","patricksmith","2015-11-04 15:46:35","closed","erikbern","2015-11-06 15:58:47"
"1366","alexeygrigorev","2015-11-04 13:17:36","closed","erikbern","2015-11-04 13:48:13"
"1365","rg-redbull","2015-11-03 00:08:30","closed","erikbern","2015-11-03 17:22:55"
"1364","Massou31","2015-10-29 16:04:49","closed","erikbern","2016-04-10 16:35:38"
"1363","daveFNbuck","2015-10-29 14:10:29","closed","DeaconDesperado","2015-10-29 17:02:38"
"1362","leafjungle","2015-10-29 06:21:58","open","",""
"1361","danielsack","2015-10-29 02:04:32","closed","danielsack","2015-10-29 17:04:22"
"1360","danielsack","2015-10-29 01:15:48","closed","danielsack","2015-10-29 16:18:57"
"1359","danimcgoo","2015-10-29 01:14:34","closed","danimcgoo","2015-10-29 01:22:22"
"1358","rouzwawi","2015-10-28 13:30:23","closed","erikbern","2015-11-06 15:59:03"
"1357","daveFNbuck","2015-10-28 01:39:15","closed","erikbern","2015-11-06 15:59:23"
"1356","rouzwawi","2015-10-27 18:57:49","closed","rouzwawi","2015-10-28 09:53:10"
"1355","akhuraskin","2015-10-27 18:22:24","open","",""
"1354","rouzwawi","2015-10-27 17:34:37","closed","rouzwawi","2015-10-28 13:30:42"
"1353","demoray","2015-10-26 21:34:29","open","",""
"1352","daveFNbuck","2015-10-26 18:36:12","closed","erikbern","2015-11-06 15:59:36"
"1351","aslafy-z","2015-10-26 15:20:14","closed","Tarrasch","2015-12-28 06:35:31"
"1350","aslafy-z","2015-10-26 15:12:02","closed","erikbern","2015-11-01 23:47:03"
"1349","rouzwawi","2015-10-26 10:21:00","closed","rouzwawi","2015-10-28 13:29:37"
"1348","Tarrasch","2015-10-26 08:50:49","closed","erikbern","2015-11-01 23:58:40"
"1347","aslafy-z","2015-10-24 16:50:22","closed","erikbern","2015-11-01 23:58:27"
"1346","aslafy-z","2015-10-24 16:41:12","closed","erikbern","2015-11-01 23:47:14"
"1345","daveFNbuck","2015-10-23 20:30:32","closed","erikbern","2015-11-19 01:52:09"
"1344","jfeala","2015-10-23 17:02:12","open","",""
"1343","Tarrasch","2015-10-23 11:33:35","closed","Tarrasch","2015-10-23 12:14:05"
"1342","Tarrasch","2015-10-23 09:09:06","closed","Tarrasch","2015-10-23 09:09:27"
"1341","daveFNbuck","2015-10-22 23:16:42","closed","erikbern","2015-11-06 16:02:06"
"1340","daveFNbuck","2015-10-22 22:23:36","closed","erikbern","2015-11-06 16:00:35"
"1339","dlstadther","2015-10-22 19:47:44","closed","dlstadther","2015-10-23 11:29:28"
"1338","demoray","2015-10-22 19:37:58","closed","erikbern","2015-11-01 23:59:01"
"1337","demoray","2015-10-22 18:56:50","closed","erikbern","2015-11-01 23:58:55"
"1336","Tarrasch","2015-10-22 09:56:10","closed","Tarrasch","2015-10-22 11:38:51"
"1335","daveFNbuck","2015-10-21 22:25:30","closed","Tarrasch","2015-10-22 11:38:51"
"1334","daveFNbuck","2015-10-21 21:48:39","closed","daveFNbuck","2015-10-22 18:35:33"
"1333","demoray","2015-10-21 18:13:43","open","",""
"1332","Tarrasch","2015-10-21 13:34:07","closed","Tarrasch","2015-10-22 11:39:49"
"1331","dlstadther","2015-10-21 13:32:28","closed","erikbern","2015-11-01 23:59:51"
"1330","Tarrasch","2015-10-21 13:00:09","closed","Tarrasch","2015-10-22 11:40:10"
"1329","Tarrasch","2015-10-21 11:28:00","closed","Tarrasch","2015-10-22 11:42:01"
"1328","demoray","2015-10-21 05:06:48","open","",""
"1327","QuentinFra","2015-10-20 22:16:28","closed","Tarrasch","2015-10-22 15:04:19"
"1326","Tarrasch","2015-10-20 15:12:51","closed","Tarrasch","2015-10-21 14:44:27"
"1325","Tarrasch","2015-10-20 14:22:52","closed","Tarrasch","2015-10-22 15:05:59"
"1324","Tarrasch","2015-10-20 14:22:51","closed","Tarrasch","2015-10-22 08:21:39"
"1323","Tarrasch","2015-10-20 10:07:30","closed","erikbern","2015-10-20 11:14:25"
"1322","Tarrasch","2015-10-20 08:00:00","closed","erikbern","2015-10-20 11:14:25"
"1321","autodidacticon","2015-10-19 22:06:07","closed","autodidacticon","2015-10-29 03:24:28"
"1320","Tarrasch","2015-10-19 09:21:41","closed","Tarrasch","2015-10-20 10:10:40"
"1319","stevepeak","2015-10-19 07:49:17","closed","erikbern","2015-11-01 23:59:24"
"1318","erikbern","2015-10-18 02:26:41","closed","erikbern","2015-10-18 19:33:58"
"1317","jfeala","2015-10-17 20:33:29","closed","Tarrasch","2015-10-22 13:20:41"
"1316","daveFNbuck","2015-10-16 03:28:38","closed","Tarrasch","2015-10-19 11:47:22"
"1315","daveFNbuck","2015-10-15 23:26:54","closed","erikbern","2015-11-19 01:51:59"
"1314","dlstadther","2015-10-15 19:03:31","closed","erikbern","2015-11-06 15:40:38"
"1313","dlstadther","2015-10-15 18:55:23","closed","dlstadther","2015-10-19 11:54:16"
"1312","stephenpascoe","2015-10-15 15:26:15","closed","stephenpascoe","2016-07-27 08:24:39"
"1311","daveFNbuck","2015-10-14 22:44:32","closed","Tarrasch","2015-10-15 10:23:26"
"1310","daveFNbuck","2015-10-13 21:14:24","closed","Tarrasch","2015-10-23 09:02:48"
"1309","stephenpascoe","2015-10-13 16:16:18","closed","Tarrasch","2015-10-19 12:01:36"
"1308","mvj3","2015-10-13 12:28:34","closed","Tarrasch","2015-10-13 20:43:03"
"1307","stephenpascoe","2015-10-13 10:37:33","open","",""
"1306","kunminghouzz","2015-10-13 00:39:16","closed","erikbern","2015-10-13 02:08:15"
"1305","deathbymochi","2015-10-12 23:14:42","closed","erikbern","2015-10-13 02:09:01"
"1304","daveFNbuck","2015-10-12 22:47:32","closed","erikbern","2015-11-01 23:48:02"
"1303","daveFNbuck","2015-10-09 18:06:41","closed","Tarrasch","2015-10-09 18:14:49"
"1302","thatneat","2015-10-09 16:50:55","closed","Tarrasch","2015-10-09 18:15:35"
"1301","Tarrasch","2015-10-09 13:59:33","closed","Tarrasch","2015-10-09 18:16:31"
"1300","Tarrasch","2015-10-09 09:47:28","closed","Tarrasch","2015-10-19 11:57:34"
"1299","daveFNbuck","2015-10-09 03:05:55","closed","Tarrasch","2015-10-09 07:40:48"
"1298","daveFNbuck","2015-10-09 03:05:21","closed","Tarrasch","2015-10-26 15:09:32"
"1297","b-nroths","2015-10-09 00:52:57","closed","erikbern","2015-11-01 23:48:24"
"1296","daveFNbuck","2015-10-08 19:29:46","closed","Tarrasch","2015-10-09 07:38:26"
"1295","daveFNbuck","2015-10-08 16:36:50","closed","erikbern","2015-10-08 16:41:01"
"1294","demoray","2015-10-08 15:05:34","closed","Tarrasch","2015-10-09 15:39:31"
"1293","Tarrasch","2015-10-08 14:49:20","closed","Tarrasch","2015-10-13 09:47:27"
"1292","dlstadther","2015-10-08 12:24:15","closed","dlstadther","2015-10-08 12:24:49"
"1291","Tarrasch","2015-10-08 12:20:22","closed","erikbern","2015-10-14 14:56:44"
"1290","Tarrasch","2015-10-08 09:33:51","closed","Tarrasch","2015-10-08 10:47:40"
"1289","moandcompany","2015-10-08 06:49:23","closed","Tarrasch","2015-12-28 06:35:29"
"1288","daveFNbuck","2015-10-08 01:31:02","closed","Tarrasch","2015-10-08 08:47:52"
"1287","daveFNbuck","2015-10-07 23:17:15","closed","Tarrasch","2015-10-08 08:45:23"
"1286","daveFNbuck","2015-10-07 22:07:43","closed","Tarrasch","2015-10-08 08:14:48"
"1285","demoray","2015-10-07 21:44:45","closed","Tarrasch","2015-10-08 07:55:56"
"1284","demoray","2015-10-07 21:27:18","closed","Tarrasch","2015-10-08 07:56:12"
"1283","samuell","2015-10-07 16:15:55","closed","Tarrasch","2015-10-08 08:45:23"
"1282","boosh","2015-10-07 08:39:17","open","",""
"1281","demoray","2015-10-06 20:08:15","closed","Tarrasch","2015-10-08 20:02:59"
"1280","demoray","2015-10-06 19:52:45","closed","demoray","2015-10-09 15:34:25"
"1279","demoray","2015-10-06 18:42:01","closed","Tarrasch","2015-10-08 20:02:01"
"1278","demoray","2015-10-06 16:35:53","closed","demoray","2015-10-09 15:34:57"
"1277","Yoone","2015-10-06 16:22:56","closed","Tarrasch","2015-10-07 08:42:32"
"1276","Tarrasch","2015-10-06 15:27:35","closed","Tarrasch","2015-10-07 12:26:12"
"1275","Yoone","2015-10-06 14:14:49","closed","Yoone","2015-10-06 16:24:00"
"1274","Tarrasch","2015-10-06 09:04:12","closed","Tarrasch","2015-10-06 12:21:36"
"1273","mikekap","2015-10-06 01:15:54","closed","dlstadther","2017-02-14 19:38:00"
"1272","daveFNbuck","2015-10-05 23:34:04","closed","Tarrasch","2015-10-07 13:10:19"
"1271","dhruvg","2015-10-05 22:00:42","closed","Tarrasch","2015-10-07 14:05:28"
"1270","demoray","2015-10-05 17:19:57","closed","demoray","2015-10-19 21:27:50"
"1269","bencharb","2015-10-05 14:03:19","closed","bencharb","2015-10-05 16:33:10"
"1268","bencharb","2015-10-05 13:45:48","closed","Tarrasch","2015-10-07 14:06:31"
"1267","dhruvg","2015-10-02 18:13:18","closed","Tarrasch","2015-10-05 07:41:36"
"1266","Tarrasch","2015-10-02 12:39:29","closed","erikbern","2015-10-02 16:11:56"
"1265","Tarrasch","2015-10-02 12:38:29","closed","Tarrasch","2015-10-07 07:28:44"
"1264","Tarrasch","2015-10-02 12:21:10","closed","Tarrasch","2015-10-09 08:38:07"
"1263","demoray","2015-10-01 18:10:08","closed","Tarrasch","2015-10-09 07:55:59"
"1262","dimfeld","2015-10-01 01:41:31","closed","Tarrasch","2015-10-01 07:42:38"
"1261","demoray","2015-09-30 23:36:38","closed","demoray","2015-10-09 15:35:48"
"1260","demoray","2015-09-30 23:33:34","closed","demoray","2015-10-09 15:35:30"
"1259","JackDanger","2015-09-30 17:03:04","closed","Tarrasch","2015-09-30 17:07:51"
"1258","daveFNbuck","2015-09-29 20:12:01","closed","Tarrasch","2015-09-30 08:43:06"
"1257","daveFNbuck","2015-09-29 20:10:17","closed","Tarrasch","2015-09-30 08:42:53"
"1256","daveFNbuck","2015-09-29 20:05:10","closed","Tarrasch","2015-09-30 08:42:29"
"1255","daveFNbuck","2015-09-29 18:28:40","closed","Tarrasch","2015-09-30 08:41:46"
"1254","riga","2015-09-29 08:31:11","closed","Tarrasch","2015-09-30 08:38:41"
"1253","riga","2015-09-29 08:24:16","closed","erikbern","2015-11-01 23:49:29"
"1252","Tarrasch","2015-09-28 16:28:46","closed","Tarrasch","2015-10-02 11:42:34"
"1251","Tarrasch","2015-09-28 07:02:05","closed","Tarrasch","2015-10-02 12:15:51"
"1250","Tarrasch","2015-09-26 04:04:41","closed","Tarrasch","2015-10-09 08:58:57"
"1249","Tarrasch","2015-09-26 00:50:41","closed","erikbern","2015-10-06 16:37:50"
"1248","Tarrasch","2015-09-26 00:09:13","closed","Tarrasch","2015-09-26 17:23:21"
"1247","toidi","2015-09-25 07:27:35","closed","erikbern","2015-11-01 23:49:05"
"1246","demoray","2015-09-24 20:33:48","closed","Tarrasch","2015-09-25 15:14:55"
"1245","Yoone","2015-09-23 20:57:19","closed","Tarrasch","2015-10-06 08:48:54"
"1244","davemt","2015-09-23 19:34:33","closed","erikbern","2015-09-24 11:09:13"
"1243","jkukul","2015-09-23 11:05:01","closed","Tarrasch","2015-10-02 08:57:10"
"1242","moandcompany","2015-09-23 06:53:01","closed","Tarrasch","2015-09-24 12:46:30"
"1241","tuulos","2015-09-23 05:45:56","closed","Tarrasch","2015-09-23 11:51:47"
"1240","joeshaw","2015-09-22 14:41:16","closed","Tarrasch","2015-09-22 19:30:01"
"1239","moritzschaefer","2015-09-21 07:40:17","open","",""
"1238","leafjungle","2015-09-21 05:57:30","closed","erikbern","2015-11-01 23:49:43"
"1237","leafjungle","2015-09-20 07:38:10","closed","leafjungle","2015-09-20 13:47:58"
"1236","leafjungle","2015-09-19 07:31:39","open","",""
"1235","Tarrasch","2015-09-19 02:03:33","closed","Tarrasch","2015-09-19 11:44:29"
"1234","daveFNbuck","2015-09-18 22:32:31","closed","Tarrasch","2015-09-21 15:45:05"
"1233","daveFNbuck","2015-09-18 17:56:23","closed","erikbern","2015-09-18 18:50:48"
"1232","erikbern","2015-09-18 17:49:45","closed","erikbern","2015-09-18 18:50:56"
"1231","ThQ","2015-09-18 16:47:20","closed","Tarrasch","2015-10-25 18:19:18"
"1230","leafjungle","2015-09-18 14:04:03","closed","erikbern","2015-11-01 23:53:44"
"1229","dlstadther","2015-09-18 12:31:03","closed","dlstadther","2015-10-15 18:29:31"
"1228","toidi","2015-09-18 10:55:35","closed","Tarrasch","2015-09-18 12:34:59"
"1227","daveFNbuck","2015-09-18 06:11:17","closed","erikbern","2015-09-18 18:50:48"
"1226","belevtsoff","2015-09-17 14:00:06","closed","erikbern","2015-09-17 15:10:49"
"1225","leafjungle","2015-09-17 13:37:40","closed","erikbern","2015-11-01 23:56:37"
"1224","leafjungle","2015-09-17 09:20:28","open","",""
"1223","ThQ","2015-09-17 08:48:34","closed","erikbern","2015-11-01 23:50:34"
"1222","geowurster","2015-09-16 22:04:11","closed","Tarrasch","2015-09-21 20:49:08"
"1221","geowurster","2015-09-16 22:00:51","closed","Tarrasch","2015-09-21 20:49:08"
"1220","Tarrasch","2015-09-16 04:54:13","closed","Tarrasch","2015-09-16 13:59:50"
"1219","geowurster","2015-09-15 19:47:37","closed","Tarrasch","2015-09-16 18:23:29"
"1218","geowurster","2015-09-15 15:59:56","closed","Tarrasch","2015-09-16 18:23:29"
"1217","leafjungle","2015-09-15 05:47:09","closed","erikbern","2015-09-15 14:32:30"
"1216","jeremykarn","2015-09-14 15:42:05","closed","Tarrasch","2015-10-25 18:21:12"
"1215","leafjungle","2015-09-14 03:09:40","closed","erikbern","2015-11-01 23:57:40"
"1214","Tarrasch","2015-09-13 12:19:23","closed","Tarrasch","2015-09-16 01:31:02"
"1213","leafjungle","2015-09-13 06:50:28","open","",""
"1212","moritzschaefer","2015-09-12 01:05:10","closed","moritzschaefer","2015-09-25 14:54:06"
"1211","moritzschaefer","2015-09-12 01:03:22","closed","Tarrasch","2015-09-16 11:50:20"
"1210","interskh","2015-09-11 22:03:06","closed","Tarrasch","2015-09-12 04:35:23"
"1209","dhruvg","2015-09-11 15:36:41","closed","Tarrasch","2015-09-11 19:50:08"
"1208","Tarrasch","2015-09-11 14:31:28","closed","Tarrasch","2015-09-16 01:47:28"
"1207","Tarrasch","2015-09-11 09:05:49","closed","Tarrasch","2015-09-16 11:49:24"
"1206","Tarrasch","2015-09-10 23:50:00","closed","Tarrasch","2015-09-11 07:36:34"
"1205","belevtsoff","2015-09-10 17:52:04","closed","Tarrasch","2015-09-10 23:27:36"
"1204","Tarrasch","2015-09-10 16:17:51","closed","Tarrasch","2015-09-10 23:50:17"
"1203","jfeala","2015-09-10 13:46:52","closed","Tarrasch","2015-09-10 14:18:10"
"1202","Ddper","2015-09-10 05:51:33","closed","Tarrasch","2015-09-10 08:08:43"
"1201","belevtsoff","2015-09-09 09:49:35","closed","belevtsoff","2015-09-17 13:44:21"
"1200","dhruvg","2015-09-08 16:45:02","closed","Tarrasch","2015-09-09 08:46:24"
"1199","stroykova","2015-09-08 10:37:40","closed","Tarrasch","2015-10-25 18:21:27"
"1198","Tarrasch","2015-09-04 12:57:56","closed","Tarrasch","2015-09-04 22:51:13"
"1197","Tarrasch","2015-09-03 16:28:56","closed","Tarrasch","2015-09-03 21:38:30"
"1196","Tarrasch","2015-09-03 16:21:33","closed","Tarrasch","2015-09-03 19:53:36"
"1195","leafjungle","2015-09-03 14:22:24","closed","Tarrasch","2015-09-03 14:37:47"
"1194","toidi","2015-09-03 13:08:08","closed","Tarrasch","2015-09-14 12:16:11"
"1193","Tarrasch","2015-09-03 07:18:14","closed","Tarrasch","2015-09-03 13:48:00"
"1192","daveFNbuck","2015-09-02 23:05:35","closed","daveFNbuck","2015-09-08 23:35:30"
"1191","ChrisBeaumont","2015-09-02 21:55:33","closed","Tarrasch","2015-09-04 23:24:29"
"1190","samuell","2015-09-02 20:43:36","closed","Tarrasch","2015-10-25 18:21:44"
"1189","samuell","2015-09-02 20:33:15","open","",""
"1188","Tarrasch","2015-09-02 08:29:05","closed","Tarrasch","2015-09-02 12:26:53"
"1187","ChrisBeaumont","2015-09-01 22:47:52","closed","Tarrasch","2015-09-02 12:27:42"
"1186","dhruvg","2015-09-01 22:09:04","closed","Tarrasch","2015-09-03 13:49:41"
"1185","maver1ck","2015-09-01 15:15:25","closed","Tarrasch","2016-01-12 03:00:49"
"1184","leafjungle","2015-09-01 10:01:01","closed","leafjungle","2015-09-01 11:37:30"
"1183","leafjungle","2015-09-01 04:09:06","closed","erikbern","2015-11-01 23:53:09"
"1182","Tarrasch","2015-08-31 22:37:43","closed","Tarrasch","2015-09-28 13:59:35"
"1181","dhruvg","2015-08-31 20:27:03","closed","Tarrasch","2015-08-31 21:21:17"
"1180","Tarrasch","2015-08-31 12:56:51","closed","Tarrasch","2015-08-31 22:26:12"
"1179","graingert","2015-08-31 12:22:23","closed","erikbern","2015-09-21 12:43:09"
"1178","Tarrasch","2015-08-31 11:39:13","closed","Tarrasch","2015-09-02 08:27:43"
"1177","Tarrasch","2015-08-31 09:12:39","closed","Tarrasch","2015-08-31 11:29:12"
"1176","graingert","2015-08-30 18:28:00","closed","Tarrasch","2015-08-31 11:30:28"
"1175","toidi","2015-08-30 18:10:19","closed","Tarrasch","2015-08-31 08:27:37"
"1174","toidi","2015-08-29 19:43:44","closed","Tarrasch","2015-08-30 15:48:40"
"1173","spiside","2015-08-28 14:30:35","closed","Tarrasch","2015-09-04 14:30:38"
"1172","toidi","2015-08-28 10:36:04","closed","Tarrasch","2015-08-31 12:20:47"
"1171","martinxsliu","2015-08-27 19:44:16","closed","martinxsliu","2015-10-30 19:29:35"
"1170","Tarrasch","2015-08-27 14:56:11","closed","Tarrasch","2015-08-27 20:22:40"
"1169","Tarrasch","2015-08-27 14:21:59","closed","Tarrasch","2015-08-27 14:52:31"
"1168","leafjungle","2015-08-27 13:19:27","closed","leafjungle","2015-08-31 07:45:42"
"1167","Tarrasch","2015-08-26 16:53:37","closed","Tarrasch","2015-08-27 09:02:37"
"1166","Tarrasch","2015-08-26 16:37:14","closed","Tarrasch","2015-08-26 20:46:46"
"1165","Tarrasch","2015-08-25 13:22:06","closed","Tarrasch","2015-08-26 16:19:56"
"1164","Tarrasch","2015-08-25 13:21:25","closed","Tarrasch","2015-08-28 09:08:55"
"1163","leafjungle","2015-08-25 09:49:10","open","",""
"1162","graingert","2015-08-25 09:12:10","closed","erikbern","2015-11-01 23:52:50"
"1161","yupbank","2015-08-25 03:08:57","open","",""
"1160","samuell","2015-08-24 14:10:47","open","",""
"1159","Yoone","2015-08-24 13:57:20","closed","Tarrasch","2015-08-27 07:29:52"
"1158","samuell","2015-08-24 10:34:37","closed","samuell","2015-08-24 10:37:26"
"1157","Tarrasch","2015-08-21 17:31:26","closed","Tarrasch","2015-08-22 07:26:55"
"1156","Tarrasch","2015-08-21 16:12:06","closed","Tarrasch","2015-08-21 17:33:42"
"1155","bmaggard","2015-08-21 14:37:21","closed","Tarrasch","2015-08-21 14:52:15"
"1154","Tarrasch","2015-08-21 13:53:09","closed","Tarrasch","2015-08-22 07:26:49"
"1153","Tarrasch","2015-08-21 11:47:26","closed","ulzha","2015-08-25 13:38:46"
"1152","leafjungle","2015-08-21 09:13:28","closed","erikbern","2015-08-21 14:48:51"
"1151","leafjungle","2015-08-21 03:41:42","closed","leafjungle","2015-08-25 09:44:06"
"1150","Yoone","2015-08-20 14:42:11","closed","Yoone","2015-08-24 13:56:02"
"1149","ZhijieWang","2015-08-20 03:35:58","open","",""
"1148","Yoone","2015-08-19 20:08:11","closed","Tarrasch","2015-08-20 13:58:50"
"1147","paxan","2015-08-19 18:56:27","closed","Tarrasch","2015-08-19 21:05:28"
"1146","graingert","2015-08-19 17:49:51","closed","Tarrasch","2015-08-19 19:27:54"
"1145","DeaconDesperado","2015-08-19 17:40:36","closed","Tarrasch","2015-10-25 18:22:11"
"1144","nickthorpe","2015-08-19 00:04:34","closed","erikbern","2015-08-19 00:34:42"
"1143","penelopy","2015-08-18 20:16:01","closed","erikbern","2015-08-18 20:33:59"
"1142","Tarrasch","2015-08-18 14:34:45","closed","Tarrasch","2015-08-19 08:56:13"
"1141","graingert","2015-08-18 14:22:27","open","",""
"1140","bmaggard","2015-08-18 13:39:10","closed","bmaggard","2015-08-19 13:42:49"
"1139","interskh","2015-08-17 19:24:51","closed","Tarrasch","2015-08-18 08:26:19"
"1138","graingert","2015-08-15 22:44:14","closed","Tarrasch","2015-08-16 17:57:24"
"1137","daveFNbuck","2015-08-14 23:17:31","closed","Tarrasch","2015-08-17 21:03:06"
"1136","daveFNbuck","2015-08-14 22:49:50","closed","Tarrasch","2015-08-17 21:02:27"
"1135","daveFNbuck","2015-08-14 22:38:41","closed","Tarrasch","2015-08-17 11:55:01"
"1134","daveFNbuck","2015-08-14 20:54:46","closed","Tarrasch","2015-08-17 11:56:00"
"1133","Tarrasch","2015-08-14 08:38:31","closed","Tarrasch","2015-08-17 11:43:09"
"1132","EncoreHQ","2015-08-13 19:46:36","open","",""
"1131","DeaconDesperado","2015-08-13 18:39:37","closed","DeaconDesperado","2015-08-13 19:50:12"
"1130","DeaconDesperado","2015-08-13 18:33:27","closed","DeaconDesperado","2015-08-13 18:38:13"
"1129","graingert","2015-08-13 12:17:48","closed","Tarrasch","2015-08-16 17:55:29"
"1128","JackDanger","2015-08-12 21:38:28","closed","Tarrasch","2015-08-13 07:31:21"
"1127","DeaconDesperado","2015-08-12 17:46:29","closed","DeaconDesperado","2015-08-13 17:42:52"
"1126","JackDanger","2015-08-12 15:44:21","closed","Tarrasch","2015-08-13 15:38:51"
"1125","graingert","2015-08-12 14:49:03","closed","Tarrasch","2015-09-23 15:57:40"
"1124","jfeala","2015-08-12 12:01:21","closed","Tarrasch","2015-08-17 15:20:52"
"1123","stroykova","2015-08-12 10:41:00","closed","Tarrasch","2015-08-12 12:21:28"
"1122","JackDanger","2015-08-12 08:03:09","closed","Tarrasch","2015-08-12 14:40:45"
"1121","pkbauer","2015-08-11 19:20:04","closed","Tarrasch","2015-09-23 15:56:53"
"1120","gavelino","2015-08-11 16:15:08","closed","erikbern","2015-08-11 23:28:51"
"1119","daveFNbuck","2015-08-10 21:18:26","closed","erikbern","2015-08-11 12:55:02"
"1118","graingert","2015-08-10 16:23:47","closed","Tarrasch","2015-08-16 17:55:32"
"1117","Tarrasch","2015-08-10 09:23:38","closed","Tarrasch","2015-08-10 11:20:18"
"1116","leafjungle","2015-08-10 07:36:36","closed","leafjungle","2015-08-24 03:03:35"
"1115","slvnperron","2015-08-07 21:40:31","closed","Tarrasch","2015-08-14 07:53:13"
"1114","riga","2015-08-06 21:18:11","open","",""
"1113","kwent","2015-08-05 01:08:33","closed","kwent","2015-08-05 08:55:49"
"1112","Tarrasch","2015-08-02 17:09:01","closed","Tarrasch","2015-08-10 15:03:45"
"1111","Tarrasch","2015-08-02 17:01:49","closed","Tarrasch","2015-08-05 19:49:24"
"1110","jimjh","2015-08-01 05:27:52","closed","jimjh","2015-08-02 17:29:34"
"1109","jkukul","2015-07-31 21:17:53","closed","Tarrasch","2015-08-01 15:21:59"
"1108","bradenmacdonald","2015-07-31 19:22:43","closed","Tarrasch","2015-08-01 15:18:52"
"1107","Tarrasch","2015-07-31 18:07:41","closed","Tarrasch","2015-08-10 09:25:32"
"1106","Tarrasch","2015-07-31 18:05:41","closed","Tarrasch","2015-08-01 21:16:00"
"1105","endeavorchan","2015-07-31 06:31:14","closed","endeavorchan","2015-08-05 10:10:24"
"1104","ntim","2015-07-30 12:33:58","closed","Tarrasch","2015-08-01 15:23:24"
"1103","Tarrasch","2015-07-30 07:00:53","closed","Tarrasch","2015-07-31 12:53:15"
"1102","endeavorchan","2015-07-30 03:19:07","closed","Tarrasch","2015-07-30 04:45:26"
"1101","fphilipe","2015-07-29 19:32:44","closed","Tarrasch","2015-08-01 15:12:13"
"1100","mrdrozdov","2015-07-29 17:20:59","closed","mrdrozdov","2015-07-29 18:26:50"
"1099","SupportedSource","2015-07-28 23:14:21","closed","erikbern","2015-07-29 02:44:52"
"1098","Tarrasch","2015-07-28 17:30:34","closed","Tarrasch","2015-07-31 17:32:37"
"1097","robbles","2015-07-28 01:13:20","closed","Tarrasch","2015-07-28 05:51:34"
"1096","kianho","2015-07-27 10:48:55","closed","Tarrasch","2015-07-28 05:49:40"
"1095","endeavorchan","2015-07-27 09:41:38","closed","Tarrasch","2015-07-28 05:51:01"
"1094","soxofaan","2015-07-27 07:36:06","closed","freben","2015-07-27 08:41:50"
"1093","robbles","2015-07-25 19:53:37","closed","Tarrasch","2015-07-28 05:52:23"
"1092","geowurster","2015-07-24 18:01:23","closed","geowurster","2015-08-28 20:36:39"
"1091","nicolehedblom","2015-07-24 16:21:18","closed","Tarrasch","2015-08-18 11:30:34"
"1090","JackDanger","2015-07-23 00:11:53","closed","Tarrasch","2015-07-23 11:32:17"
"1089","graingert","2015-07-22 19:31:33","closed","Tarrasch","2015-07-23 11:28:04"
"1088","graingert","2015-07-22 19:23:30","closed","ulzha","2016-10-24 15:16:16"
"1087","Tarrasch","2015-07-22 16:15:58","closed","Tarrasch","2015-07-24 13:11:49"
"1086","stephenpascoe","2015-07-22 15:43:01","closed","Tarrasch","2015-09-17 14:48:38"
"1085","daveFNbuck","2015-07-21 23:28:49","closed","Tarrasch","2015-07-23 11:32:46"
"1084","harveyxia","2015-07-21 19:40:30","closed","Tarrasch","2015-07-24 13:12:07"
"1083","pedersen","2015-07-20 21:56:40","closed","Tarrasch","2015-07-22 12:09:59"
"1082","graingert","2015-07-20 13:41:44","closed","Tarrasch","2015-07-20 19:55:18"
"1081","jkukul","2015-07-19 20:19:11","closed","Tarrasch","2015-07-20 09:34:20"
"1080","jkukul","2015-07-19 19:58:47","closed","erikbern","2015-07-19 20:03:53"
"1079","soxofaan","2015-07-17 20:19:17","closed","Tarrasch","2015-07-23 11:31:08"
"1078","deuxpi","2015-07-17 18:17:06","closed","dlstadther","2017-02-14 19:29:54"
"1077","graingert","2015-07-15 10:45:26","closed","Tarrasch","2015-07-15 11:22:55"
"1076","Tarrasch","2015-07-15 09:38:42","closed","Tarrasch","2015-07-15 18:16:02"
"1075","Tarrasch","2015-07-15 09:38:01","closed","Tarrasch","2015-07-28 17:28:00"
"1074","Tarrasch","2015-07-14 14:16:42","closed","erikbern","2015-07-14 15:48:32"
"1073","soxofaan","2015-07-14 08:49:13","open","",""
"1072","mikekap","2015-07-14 00:40:32","closed","Tarrasch","2015-07-14 08:08:08"
"1071","daveFNbuck","2015-07-13 20:40:48","closed","Tarrasch","2015-07-14 08:06:20"
"1070","dmcclory","2015-07-13 14:33:35","closed","dmcclory","2015-07-16 16:15:50"
"1069","fabriziodemaria","2015-07-13 13:27:37","closed","Tarrasch","2015-07-13 13:34:36"
"1068","soxofaan","2015-07-13 11:52:11","closed","Tarrasch","2015-08-08 12:18:47"
"1067","Tarrasch","2015-07-13 09:10:56","closed","Tarrasch","2015-07-13 11:02:57"
"1066","evgenyshulman","2015-07-12 13:02:09","closed","Tarrasch","2015-09-23 15:56:13"
"1065","gpoulin","2015-07-11 03:12:46","closed","Tarrasch","2015-07-11 18:23:25"
"1064","gpoulin","2015-07-11 02:49:44","closed","Tarrasch","2015-07-11 09:08:13"
