"number","created_by","created_at","state","closed_by","closed_at"
"1694","kayibal","2016-05-22 14:47:14","open","",""
"1693","Tarrasch","2016-05-20 02:36:27","closed","Tarrasch","2016-05-30 02:56:39"
"1692","xrmx","2016-05-19 10:51:34","closed","Tarrasch","2016-05-20 02:05:54"
"1691","jimmywan","2016-05-18 20:28:43","closed","Tarrasch","2016-05-19 02:14:22"
"1690","bamdan","2016-05-17 14:34:50","closed","erikbern","2016-05-17 14:43:08"
"1689","jeffcjohnson","2016-05-16 15:19:34","closed","erikbern","2016-05-16 21:02:17"
"1688","jeffcjohnson","2016-05-13 20:13:54","closed","dlstadther","2016-05-18 02:21:43"
"1687","dlstadther","2016-05-13 11:28:22","closed","Tarrasch","2016-05-16 02:24:45"
"1686","dacort","2016-05-11 22:40:45","closed","Tarrasch","2016-05-19 02:27:19"
"1685","dacort","2016-05-10 23:47:04","closed","Tarrasch","2016-05-19 02:27:19"
"1684","dylanjbarth","2016-05-09 08:36:18","open","",""
"1683","willu47","2016-05-07 23:08:57","open","",""
"1682","rpadmanabhan","2016-05-06 19:30:48","closed","rpadmanabhan","2016-05-06 19:37:00"
"1681","jkukul","2016-05-06 15:26:07","closed","Tarrasch","2016-05-09 02:15:42"
"1680","PeteW","2016-05-06 04:29:21","closed","Tarrasch","2016-06-10 02:31:04"
"1679","pkaleta","2016-05-06 02:40:55","closed","Tarrasch","2016-06-03 03:42:08"
"1678","levipierce","2016-05-05 16:34:56","open","",""
"1677","tusharbhat","2016-05-04 19:19:06","closed","Tarrasch","2016-05-10 02:35:54"
"1676","maxcountryman","2016-05-04 14:53:25","closed","Tarrasch","2016-06-03 03:40:59"
"1675","nugend","2016-05-02 21:23:09","closed","Tarrasch","2016-06-09 02:41:32"
"1674","maxcountryman","2016-04-29 16:58:32","closed","Tarrasch","2016-05-04 02:10:11"
"1673","anneschuth","2016-04-29 12:23:49","closed","anneschuth","2016-08-31 11:50:56"
"1672","gszjulcsi","2016-04-29 05:30:04","closed","erikbern","2016-05-02 13:22:17"
"1671","ataki","2016-04-28 18:18:34","open","",""
"1670","drj42","2016-04-28 03:38:10","open","",""
"1669","daveFNbuck","2016-04-27 20:14:57","open","",""
"1668","junchenfeng","2016-04-23 02:32:07","open","",""
"1667","skylogic004","2016-04-21 23:19:22","closed","Tarrasch","2016-04-22 02:42:12"
"1666","PeteW","2016-04-21 20:56:46","open","",""
"1665","brcopeland","2016-04-21 18:57:47","open","",""
"1664","geowurster","2016-04-21 16:15:28","closed","Tarrasch","2016-05-11 03:28:28"
"1663","daveFNbuck","2016-04-20 23:55:00","open","",""
"1662","mbelmadani","2016-04-20 21:01:06","closed","Tarrasch","2016-06-17 09:24:10"
"1661","mbelmadani","2016-04-20 20:28:35","closed","mbelmadani","2016-04-27 22:15:27"
"1660","ulzha","2016-04-20 13:08:48","closed","Tarrasch","2016-07-20 08:33:26"
"1659","KyleJamesWalker","2016-04-19 22:44:51","closed","Tarrasch","2016-04-21 02:01:59"
"1658","skylogic004","2016-04-19 19:26:56","closed","skylogic004","2016-04-21 22:07:10"
"1657","junchenfeng","2016-04-18 02:29:53","closed","Tarrasch","2016-06-08 02:26:56"
"1656","e9t","2016-04-16 12:21:21","closed","erikbern","2016-04-16 20:48:53"
"1655","dlstadther","2016-04-14 15:02:58","closed","Tarrasch","2016-04-19 02:48:59"
"1654","tomerf8","2016-04-14 12:08:07","closed","Tarrasch","2016-07-22 02:48:05"
"1653","dlstadther","2016-04-14 11:50:59","closed","Tarrasch","2016-04-15 02:00:31"
"1652","ulzha","2016-04-14 11:41:03","closed","ulzha","2016-04-19 06:32:56"
"1651","dlstadther","2016-04-14 02:46:27","closed","dlstadther","2016-04-14 11:36:41"
"1650","traviscook21","2016-04-13 15:50:13","closed","Tarrasch","2016-04-21 02:01:49"
"1649","mfcabrera","2016-04-12 08:57:44","closed","erikbern","2016-04-12 12:33:58"
"1648","wires","2016-04-11 19:59:34","open","",""
"1647","wires","2016-04-11 13:26:38","open","",""
"1646","stephenpascoe","2016-04-11 13:20:12","closed","erikbern","2016-04-11 14:16:39"
"1645","riga","2016-04-11 08:31:27","closed","Tarrasch","2016-04-11 09:25:30"
"1644","ej81","2016-04-10 11:58:50","closed","erikbern","2016-04-10 16:34:44"
"1643","ChrisBeaumont","2016-04-09 15:47:52","closed","Tarrasch","2016-04-11 01:52:18"
"1642","jstoxrocky","2016-04-08 19:27:39","closed","erikbern","2016-04-08 19:28:25"
"1641","spiside","2016-04-08 17:34:37","closed","Tarrasch","2016-04-11 01:50:54"
"1640","Tarrasch","2016-04-08 08:30:40","closed","Tarrasch","2016-04-11 01:49:03"
"1639","Tarrasch","2016-04-08 08:29:28","closed","erikbern","2016-04-08 11:32:54"
"1638","Tarrasch","2016-04-08 07:37:35","closed","erikbern","2016-04-08 11:33:12"
"1637","neilisaac","2016-04-07 14:33:42","closed","Tarrasch","2016-04-08 08:43:32"
"1636","Tarrasch","2016-04-07 10:49:21","closed","Tarrasch","2016-04-11 02:00:06"
"1635","riga","2016-04-07 08:37:37","closed","Tarrasch","2016-04-07 09:35:48"
"1634","neilisaac","2016-04-06 21:48:42","closed","Tarrasch","2016-04-08 02:25:09"
"1633","brianestlin","2016-04-06 01:31:50","closed","Tarrasch","2016-04-07 07:31:51"
"1632","smartkiwi","2016-04-05 16:29:59","closed","smartkiwi","2016-04-05 17:19:13"
"1631","bwall","2016-04-05 01:22:45","closed","Tarrasch","2016-04-05 02:48:17"
"1630","ChrisBeaumont","2016-04-03 22:51:04","closed","Tarrasch","2016-11-01 04:46:59"
"1629","dlstadther","2016-04-03 14:02:44","open","",""
"1628","drj42","2016-04-02 00:08:39","closed","erikbern","2016-04-02 02:23:20"
"1627","nugend","2016-04-01 20:32:12","closed","nugend","2016-07-13 18:47:48"
"1626","ulzha","2016-04-01 19:59:45","closed","ulzha","2016-04-01 20:56:58"
"1625","riga","2016-04-01 09:07:39","closed","Tarrasch","2016-04-07 07:25:38"
"1624","dlstadther","2016-03-31 20:09:13","closed","erikbern","2016-04-13 15:15:41"
"1623","joemeszaros","2016-03-31 16:10:48","closed","Tarrasch","2016-04-04 04:17:23"
"1622","doodnayr","2016-03-31 15:35:33","open","",""
"1621","riga","2016-03-31 13:05:00","closed","riga","2016-04-01 09:09:07"
"1620","brianestlin","2016-03-31 04:15:49","closed","Tarrasch","2016-03-31 10:18:46"
"1619","jpotts18","2016-03-30 23:33:43","closed","Tarrasch","2016-04-04 04:32:53"
"1618","jpotts18","2016-03-30 22:48:53","closed","jpotts18","2016-03-31 04:27:19"
"1617","slyons","2016-03-30 22:10:07","open","",""
"1616","PeteW","2016-03-30 18:22:22","closed","Tarrasch","2016-04-04 04:15:08"
"1615","fjavieralba","2016-03-30 11:59:47","open","",""
"1614","dlstadther","2016-03-29 18:44:26","closed","erikbern","2016-04-04 22:47:10"
"1613","jumanSalameh","2016-03-29 15:48:11","closed","jumanSalameh","2016-05-28 08:33:43"
"1612","fabriziodemaria","2016-03-29 10:25:57","closed","ulzha","2016-04-20 13:09:45"
"1611","Tarrasch","2016-03-29 08:50:51","open","",""
"1610","Tarrasch","2016-03-29 04:45:48","closed","Tarrasch","2016-03-29 10:23:04"
"1609","daveFNbuck","2016-03-25 20:43:03","closed","Tarrasch","2016-03-29 02:11:28"
"1608","daveFNbuck","2016-03-25 07:52:01","closed","daveFNbuck","2016-04-21 22:56:09"
"1607","dlstadther","2016-03-24 16:35:00","closed","dlstadther","2016-04-10 02:00:03"
"1606","Tarrasch","2016-03-24 10:13:55","closed","Tarrasch","2016-03-25 02:00:47"
"1605","leafjungle","2016-03-24 03:26:46","open","",""
"1604","ziky90","2016-03-22 11:01:26","closed","erikbern","2016-04-11 14:16:55"
"1603","Tarrasch","2016-03-22 03:51:47","closed","Tarrasch","2016-03-23 03:02:06"
"1602","dlstadther","2016-03-18 17:30:20","closed","erikbern","2016-03-21 02:26:25"
"1601","constantijn","2016-03-18 15:44:15","closed","Tarrasch","2016-03-22 02:08:28"
"1600","dlstadther","2016-03-17 14:08:31","closed","erikbern","2016-03-17 16:22:09"
"1599","ulzha","2016-03-17 08:46:30","open","",""
"1598","tdyas","2016-03-16 16:02:03","open","",""
"1597","dlstadther","2016-03-16 14:33:30","closed","erikbern","2016-03-16 15:44:19"
"1596","Fsero","2016-03-15 21:55:13","closed","erikbern","2016-03-18 14:48:30"
"1595","jewer","2016-03-15 14:03:06","closed","erikbern","2016-03-15 16:11:07"
"1594","cancan101","2016-03-14 22:17:03","open","",""
"1593","dlstadther","2016-03-14 14:50:32","closed","Tarrasch","2016-03-15 02:43:26"
"1592","Tarrasch","2016-03-14 03:07:25","closed","Tarrasch","2016-03-15 10:47:45"
"1591","ihat","2016-03-12 03:29:41","open","",""
"1590","fy0","2016-03-11 18:48:00","closed","fy0","2016-03-16 16:09:25"
"1589","Tarrasch","2016-03-11 09:15:09","closed","Tarrasch","2016-03-14 02:39:29"
"1588","oluies","2016-03-10 23:31:17","closed","Tarrasch","2016-03-11 08:44:29"
"1587","oluies","2016-03-10 10:42:10","closed","oluies","2016-03-10 12:09:31"
"1586","dlstadther","2016-03-09 20:15:53","closed","dlstadther","2016-03-10 14:14:14"
"1585","dlstadther","2016-03-09 14:17:44","closed","Tarrasch","2016-03-16 02:13:21"
"1584","joemeszaros","2016-03-09 12:09:20","closed","erikbern","2016-03-09 13:11:47"
"1583","jpiper","2016-03-09 07:56:38","closed","Tarrasch","2016-03-11 02:22:28"
"1582","jpiper","2016-03-09 02:55:22","closed","Tarrasch","2016-03-11 02:22:28"
"1581","joemeszaros","2016-03-08 15:25:11","closed","erikbern","2016-03-08 18:20:06"
"1580","deuxpi","2016-03-04 21:18:29","closed","deuxpi","2016-03-07 15:28:38"
"1579","davemt","2016-03-04 16:52:52","closed","erikbern","2016-03-07 15:53:50"
"1578","oldpa","2016-03-04 11:46:36","open","",""
"1577","daveFNbuck","2016-03-03 23:17:01","closed","erikbern","2016-03-04 01:33:10"
"1576","neilisaac","2016-03-03 03:11:40","open","",""
"1575","dlstadther","2016-03-01 14:16:35","closed","dlstadther","2016-04-02 02:53:47"
"1574","joemeszaros","2016-03-01 12:28:28","closed","Tarrasch","2016-03-10 10:17:23"
"1573","deuxpi","2016-02-29 17:39:27","closed","deuxpi","2016-03-07 15:27:36"
"1572","dlstadther","2016-02-29 14:05:34","closed","erikbern","2016-03-01 12:54:04"
"1571","mvj3","2016-02-28 17:12:38","closed","erikbern","2016-02-28 17:48:50"
"1570","daveFNbuck","2016-02-26 18:42:47","closed","erikbern","2016-03-01 12:53:59"
"1569","daveFNbuck","2016-02-26 00:53:53","closed","erikbern","2016-03-01 12:53:36"
"1568","oombadness","2016-02-25 18:15:44","open","",""
"1567","Lucas-C","2016-02-25 16:17:01","closed","erikbern","2016-07-19 18:00:47"
"1566","daveFNbuck","2016-02-25 01:18:01","closed","erikbern","2016-02-25 02:59:35"
"1565","daveFNbuck","2016-02-25 00:44:16","closed","Tarrasch","2016-06-02 03:14:06"
"1564","daveFNbuck","2016-02-25 00:24:47","closed","erikbern","2016-02-29 16:22:04"
"1563","daveFNbuck","2016-02-24 20:20:11","closed","erikbern","2016-02-24 22:00:33"
"1562","bwall","2016-02-24 06:58:46","closed","bwall","2016-02-26 07:02:23"
"1561","qiao-meng-zefr","2016-02-24 02:50:08","closed","erikbern","2016-02-24 03:44:55"
"1560","qiao-meng-zefr","2016-02-24 02:17:15","closed","qiao-meng-zefr","2016-02-24 02:50:33"
"1559","qiao-meng-zefr","2016-02-24 01:49:01","closed","erikbern","2016-02-24 02:36:58"
"1558","eramirem","2016-02-23 15:26:41","closed","eramirem","2016-02-23 18:37:23"
"1557","ngr-t","2016-02-23 11:39:22","closed","erikbern","2016-02-23 13:13:36"
"1556","erikbern","2016-02-22 02:56:00","closed","erikbern","2016-02-22 02:57:56"
"1555","KyleJamesWalker","2016-02-21 04:29:35","closed","erikbern","2016-02-22 02:58:22"
"1554","jpiper","2016-02-19 16:30:47","closed","erikbern","2016-02-19 16:36:02"
"1553","leafjungle","2016-02-19 10:04:42","open","",""
"1552","joeshaw","2016-02-18 22:21:04","closed","joeshaw","2016-02-19 02:20:46"
"1551","jumanSalameh","2016-02-18 13:39:33","closed","erikbern","2016-02-18 15:56:37"
"1550","ruiyang2015","2016-02-15 18:50:09","open","",""
"1549","azimut","2016-02-15 04:32:32","open","",""
"1548","leafjungle","2016-02-14 05:48:33","open","",""
"1547","ngr-t","2016-02-14 04:13:19","closed","ngr-t","2016-02-23 11:19:17"
"1546","davemt","2016-02-13 18:37:09","open","",""
"1545","mewwts","2016-02-12 14:06:45","closed","erikbern","2016-02-12 15:24:11"
"1544","jeremyjjbrown","2016-02-12 14:02:05","closed","erikbern","2016-02-12 15:23:31"
"1543","dhruvg","2016-02-10 16:49:53","closed","dhruvg","2016-10-11 22:53:30"
"1542","daveFNbuck","2016-02-10 00:32:23","closed","erikbern","2016-02-22 03:03:59"
"1541","dhruvg","2016-02-09 22:54:38","closed","dhruvg","2016-02-10 16:50:14"
"1540","MezianeMehdi","2016-02-09 16:41:54","closed","erikbern","2016-02-22 02:59:00"
"1539","MezianeMehdi","2016-02-09 10:28:02","closed","erikbern","2016-02-22 02:59:19"
"1538","daveFNbuck","2016-02-09 01:11:41","closed","daveFNbuck","2016-07-27 00:05:20"
"1537","dlstadther","2016-02-08 16:12:40","closed","erikbern","2016-02-20 17:53:04"
"1536","demoray","2016-02-06 01:08:36","open","",""
"1535","jeremyjjbrown","2016-02-05 16:03:18","closed","Tarrasch","2016-03-22 10:37:25"
"1534","hangelwen","2016-02-03 17:24:15","open","",""
"1533","rizzatti","2016-02-02 16:02:16","closed","erikbern","2016-02-23 13:15:37"
"1532","master","2016-01-29 14:08:07","closed","erikbern","2016-01-30 20:40:23"
"1531","pfhayes","2016-01-29 01:50:11","closed","Tarrasch","2016-01-29 07:38:59"
"1530","KyleJamesWalker","2016-01-28 23:31:37","closed","erikbern","2016-02-22 03:03:09"
"1529","ziky90","2016-01-28 14:42:48","open","",""
"1528","neilisaac","2016-01-28 00:19:43","closed","erikbern","2016-01-30 20:40:36"
"1527","chenzhan","2016-01-27 22:16:25","closed","erikbern","2016-01-30 20:41:00"
"1526","dlstadther","2016-01-27 15:40:26","closed","dlstadther","2016-04-10 02:04:29"
"1525","ehdr","2016-01-25 20:55:16","closed","erikbern","2016-01-30 20:41:26"
"1524","erikbern","2016-01-25 03:12:24","closed","Tarrasch","2016-01-25 04:54:33"
"1523","ntdef","2016-01-23 20:07:30","open","",""
"1522","casey-green","2016-01-23 16:06:38","closed","Tarrasch","2016-01-23 17:01:01"
"1521","ehdr","2016-01-23 14:10:52","closed","Tarrasch","2016-01-23 17:05:22"
"1520","ehdr","2016-01-21 06:17:07","closed","erikbern","2016-01-25 02:56:49"
"1519","erikbern","2016-01-18 17:50:14","open","",""
"1518","pra85","2016-01-17 18:22:52","closed","Tarrasch","2016-01-18 02:22:02"
"1517","casey-green","2016-01-17 15:49:14","closed","Tarrasch","2016-01-24 15:22:39"
"1516","bob-zhao-work","2016-01-16 02:44:29","open","",""
"1515","a86c6f7964","2016-01-15 19:07:55","closed","erikbern","2016-02-23 04:06:25"
"1514","benjixx","2016-01-15 16:19:09","closed","Tarrasch","2016-01-21 10:26:45"
"1513","nailor","2016-01-15 10:42:49","closed","Tarrasch","2016-01-16 00:42:21"
"1512","mikekap","2016-01-15 04:15:58","closed","Tarrasch","2017-01-17 09:54:23"
"1511","lebolo","2016-01-14 21:08:51","closed","erikbern","2016-01-15 03:36:47"
"1510","harpaj","2016-01-14 14:50:44","closed","Tarrasch","2016-01-15 10:31:44"
"1509","casey-green","2016-01-14 13:54:44","closed","Tarrasch","2016-01-24 15:24:20"
"1508","thejens","2016-01-13 20:53:15","closed","Tarrasch","2016-01-15 04:27:52"
"1507","n321203","2016-01-13 15:47:13","open","",""
"1506","thejens","2016-01-13 13:41:47","closed","thejens","2016-01-13 20:43:10"
"1505","woojing","2016-01-13 11:24:03","closed","woojing","2016-01-20 10:09:19"
"1504","Tarrasch","2016-01-13 07:47:02","closed","Tarrasch","2016-01-13 08:46:49"
"1503","Tarrasch","2016-01-13 07:30:12","closed","Tarrasch","2016-01-14 02:06:34"
"1502","woojing","2016-01-13 04:53:36","closed","erikbern","2016-01-15 14:26:26"
"1501","casey-green","2016-01-12 23:46:55","closed","casey-green","2016-01-14 04:20:18"
"1500","casey-green","2016-01-12 20:41:35","closed","Tarrasch","2016-01-13 07:50:48"
"1499","Tarrasch","2016-01-11 03:35:47","closed","Tarrasch","2016-01-11 08:18:13"
"1498","nchammas","2016-01-10 17:08:15","closed","erikbern","2016-01-11 00:39:38"
"1497","riga","2016-01-09 19:11:15","closed","erikbern","2016-01-11 00:40:05"
"1496","riga","2016-01-09 12:44:44","closed","Tarrasch","2016-01-12 02:35:44"
"1495","econchick","2016-01-08 23:46:48","open","",""
"1494","nchammas","2016-01-08 20:06:29","closed","erikbern","2016-01-10 03:03:10"
"1493","alexdebrie","2016-01-08 19:40:00","closed","Tarrasch","2016-01-15 04:26:47"
"1492","a-campbell","2016-01-07 21:58:46","closed","Tarrasch","2016-01-12 02:50:41"
"1491","nchammas","2016-01-07 18:03:25","closed","erikbern","2016-01-10 03:03:10"
"1490","blacker","2016-01-07 16:27:04","closed","erikbern","2016-01-08 01:10:51"
"1489","palicand","2016-01-07 16:10:47","closed","erikbern","2016-01-08 11:28:17"
"1488","Tarrasch","2016-01-07 10:36:15","closed","erikbern","2016-01-07 11:49:14"
"1487","Tarrasch","2016-01-07 10:33:57","closed","erikbern","2016-01-07 11:49:59"
"1486","davemt","2016-01-05 16:50:59","closed","Tarrasch","2016-01-06 02:11:48"
"1485","davemt","2016-01-05 15:29:44","closed","Tarrasch","2016-01-06 02:11:48"
"1484","dlstadther","2016-01-05 14:03:32","closed","erikbern","2016-02-23 16:13:50"
"1483","dlstadther","2016-01-05 13:59:09","closed","dlstadther","2016-04-02 02:54:23"
"1482","Tarrasch","2016-01-05 08:31:03","closed","Tarrasch","2016-01-08 02:31:17"
"1481","ldng","2016-01-04 16:54:01","open","",""
"1480","Tarrasch","2016-01-04 08:13:37","closed","erikbern","2016-01-08 15:34:08"
"1479","jimjh","2015-12-31 20:03:42","closed","erikbern","2016-01-03 23:42:55"
"1478","allenlz","2015-12-31 10:09:32","closed","erikbern","2015-12-31 14:43:42"
"1477","ryantuck","2015-12-31 03:51:08","closed","Tarrasch","2015-12-31 03:55:33"
"1476","ryantuck","2015-12-31 02:35:17","closed","Tarrasch","2015-12-31 03:56:38"
"1475","allenlz","2015-12-30 08:14:03","closed","Tarrasch","2015-12-30 09:08:06"
"1474","allenlz","2015-12-30 07:28:26","closed","allenlz","2015-12-30 09:23:48"
"1473","mikekap","2015-12-30 05:13:32","closed","Tarrasch","2015-12-31 04:13:28"
"1472","Tarrasch","2015-12-29 09:54:12","closed","Tarrasch","2015-12-29 10:33:16"
"1471","Tarrasch","2015-12-29 09:44:26","closed","Tarrasch","2016-01-05 04:10:57"
"1470","nkbaob","2015-12-25 08:21:45","open","",""
"1469","jpiper","2015-12-24 20:42:48","closed","erikbern","2016-02-19 12:34:09"
"1468","deuxpi","2015-12-23 22:09:42","closed","erikbern","2015-12-24 17:48:04"
"1467","jpiper","2015-12-23 10:34:16","closed","jpiper","2015-12-24 18:54:55"
"1466","stephenpascoe","2015-12-22 09:41:01","closed","erikbern","2015-12-22 11:07:34"
"1465","mbruggmann","2015-12-21 13:05:03","closed","Tarrasch","2015-12-23 02:13:34"
"1464","Tarrasch","2015-12-21 08:33:17","closed","Tarrasch","2015-12-28 03:00:05"
"1463","dlstadther","2015-12-18 12:43:34","closed","Tarrasch","2015-12-28 06:34:19"
"1462","averagehat","2015-12-17 23:38:23","closed","averagehat","2015-12-17 23:38:36"
"1461","mikekap","2015-12-17 02:35:29","closed","Tarrasch","2015-12-28 06:32:56"
"1460","adamgreenhall","2015-12-16 19:52:38","closed","Tarrasch","2015-12-17 02:17:59"
"1459","ybroze","2015-12-11 22:47:15","open","",""
"1458","moshez","2015-12-11 19:19:54","closed","moshez","2015-12-11 19:20:03"
"1457","jkukul","2015-12-11 16:37:54","closed","erikbern","2015-12-11 17:45:26"
"1456","bmaggard","2015-12-10 15:05:28","closed","erikbern","2016-01-08 15:33:25"
"1455","bmaggard","2015-12-10 14:21:40","closed","bmaggard","2015-12-10 14:56:17"
"1454","leafjungle","2015-12-10 07:26:47","open","",""
"1453","ybroze","2015-12-09 20:46:23","closed","Tarrasch","2015-12-17 16:23:22"
"1452","bmaggard","2015-12-09 20:05:23","closed","erikbern","2015-12-09 21:59:27"
"1451","sklarsa","2015-12-09 16:05:55","closed","Tarrasch","2015-12-21 08:34:27"
"1450","kevhill","2015-12-09 14:58:00","open","",""
"1449","davemt","2015-12-08 23:21:07","closed","erikbern","2016-01-15 14:27:43"
"1448","daveFNbuck","2015-12-02 19:16:08","closed","erikbern","2015-12-02 19:50:41"
"1447","jasonnance","2015-12-02 16:09:42","closed","Tarrasch","2015-12-03 01:51:57"
"1446","xbello","2015-12-02 16:02:11","closed","Tarrasch","2015-12-03 01:51:16"
"1445","gregwebs","2015-12-02 15:10:10","closed","gregwebs","2015-12-06 00:31:31"
"1444","stephenpascoe","2015-12-02 12:17:39","closed","erikbern","2015-12-16 14:47:36"
"1443","xbello","2015-12-02 11:18:03","closed","xbello","2015-12-02 15:57:07"
"1442","Tarrasch","2015-12-02 10:40:06","closed","erikbern","2015-12-05 18:22:41"
"1441","Tarrasch","2015-12-02 09:17:07","closed","erikbern","2015-12-03 02:17:44"
"1440","Tarrasch","2015-12-02 08:54:08","closed","Tarrasch","2015-12-15 02:53:46"
"1439","Tarrasch","2015-12-02 08:41:07","closed","Tarrasch","2015-12-03 01:52:08"
"1438","Tarrasch","2015-12-02 08:38:45","closed","Tarrasch","2015-12-07 04:04:39"
"1437","jasonnance","2015-12-01 18:19:41","closed","Tarrasch","2015-12-03 01:51:57"
"1436","xbello","2015-12-01 08:50:56","closed","xbello","2015-12-02 06:44:33"
"1435","nresare","2015-11-30 14:04:27","closed","erikbern","2015-12-08 12:36:01"
"1434","mbruggmann","2015-11-29 16:01:17","closed","erikbern","2015-12-05 18:23:27"
"1433","erikbern","2015-11-29 15:18:40","closed","Tarrasch","2015-12-01 02:33:06"
"1432","mbruggmann","2015-11-29 13:49:10","closed","erikbern","2015-11-29 15:20:38"
"1431","Tarrasch","2015-11-27 04:52:17","closed","erikbern","2015-11-29 15:08:18"
"1430","Tarrasch","2015-11-27 02:27:30","closed","erikbern","2015-11-27 13:52:02"
"1429","Tarrasch","2015-11-27 02:13:40","closed","erikbern","2015-11-28 17:42:33"
"1428","Tarrasch","2015-11-26 09:34:49","closed","erikbern","2015-11-26 13:22:36"
"1427","Tarrasch","2015-11-26 09:28:09","closed","Tarrasch","2015-11-27 02:14:43"
"1426","thmshrpr","2015-11-24 13:44:29","closed","Tarrasch","2015-12-28 06:37:07"
"1425","erikbern","2015-11-24 12:42:34","closed","Tarrasch","2015-11-25 04:34:34"
"1424","mausch","2015-11-24 11:48:02","closed","Tarrasch","2015-11-25 04:36:43"
"1423","lediur","2015-11-24 09:25:44","open","",""
"1422","krise3k","2015-11-23 20:22:26","closed","erikbern","2015-11-24 03:33:28"
"1421","DeaconDesperado","2015-11-23 16:13:14","closed","DeaconDesperado","2015-11-25 20:24:52"
"1420","DeaconDesperado","2015-11-23 03:16:05","closed","Tarrasch","2015-11-23 09:52:26"
"1419","igorbernstein","2015-11-22 18:25:56","closed","igorbernstein","2015-11-23 15:08:55"
"1418","mbruggmann","2015-11-22 13:27:59","closed","erikbern","2015-11-22 19:32:49"
"1417","wires","2015-11-21 15:02:26","closed","erikbern","2015-11-21 16:29:50"
"1416","sadovsky","2015-11-20 23:27:03","open","",""
"1415","rohit135","2015-11-20 16:21:47","closed","rohit135","2015-11-26 00:03:03"
"1414","mbruggmann","2015-11-20 13:48:30","closed","erikbern","2015-11-20 17:45:02"
"1413","jpiper","2015-11-20 12:35:26","closed","erikbern","2015-11-21 01:22:31"
"1412","Tarrasch","2015-11-20 08:43:31","closed","erikbern","2015-11-20 11:33:53"
"1411","Tarrasch","2015-11-20 08:38:15","closed","erikbern","2015-11-23 03:24:36"
"1410","Tarrasch","2015-11-19 03:03:31","closed","erikbern","2015-11-19 11:38:10"
"1409","econchick","2015-11-19 00:32:26","open","",""
"1408","econchick","2015-11-18 23:15:12","closed","erikbern","2015-11-19 01:38:22"
"1407","a-campbell","2015-11-17 20:54:05","open","",""
"1406","mbruggmann","2015-11-17 15:53:47","closed","erikbern","2015-11-19 11:38:45"
"1405","stephenpascoe","2015-11-17 13:00:03","closed","erikbern","2015-11-19 11:42:24"
"1404","dlstadther","2015-11-16 20:41:22","closed","erikbern","2016-01-08 15:32:35"
"1403","jpiper","2015-11-16 14:43:36","closed","Tarrasch","2015-11-17 11:18:52"
"1402","jpiper","2015-11-16 07:35:26","closed","erikbern","2015-11-16 13:54:29"
"1401","jrns1001","2015-11-15 15:51:03","open","",""
"1400","nizox","2015-11-15 14:26:34","closed","Tarrasch","2015-11-17 11:29:57"
"1399","mvj3","2015-11-15 12:39:05","closed","erikbern","2015-11-15 20:14:04"
"1398","openmartin","2015-11-13 09:37:45","closed","erikbern","2015-11-13 14:52:52"
"1397","SharangP","2015-11-12 21:27:52","closed","Tarrasch","2015-11-17 11:30:19"
"1396","davemt","2015-11-12 16:23:35","closed","davemt","2016-02-25 04:03:53"
"1395","nresare","2015-11-12 15:23:16","closed","Tarrasch","2015-11-17 11:38:22"
"1394","nresare","2015-11-12 15:18:51","closed","Tarrasch","2015-11-17 11:40:07"
"1393","dlstadther","2015-11-12 14:06:07","closed","dlstadther","2015-12-18 12:32:45"
"1392","Tarrasch","2015-11-12 04:11:09","closed","igorbernstein","2015-11-18 20:24:45"
"1391","jslovan","2015-11-11 23:12:09","closed","erikbern","2015-11-19 01:51:34"
"1390","daveFNbuck","2015-11-11 17:33:50","closed","erikbern","2015-11-11 18:45:03"
"1389","daveFNbuck","2015-11-11 17:17:21","closed","erikbern","2015-11-11 18:45:04"
"1388","daveFNbuck","2015-11-11 16:37:32","closed","erikbern","2015-11-11 18:45:41"
"1387","martinxsliu","2015-11-10 23:55:03","open","",""
"1386","stroykova","2015-11-10 13:24:16","closed","erikbern","2015-11-29 15:31:13"
"1385","leafjungle","2015-11-10 07:28:51","closed","leafjungle","2015-11-12 08:36:21"
"1384","mvj3","2015-11-10 01:22:55","closed","erikbern","2015-11-18 00:49:21"
"1383","dlstadther","2015-11-09 21:29:31","closed","dlstadther","2015-11-12 14:04:50"
"1382","dangarthwaite","2015-11-09 20:44:51","closed","erikbern","2015-11-19 11:40:50"
"1381","dlstadther","2015-11-09 20:36:36","closed","Tarrasch","2015-11-18 07:32:42"
"1380","erikbern","2015-11-09 15:48:40","closed","Tarrasch","2015-11-17 11:42:07"
"1379","wires","2015-11-09 13:32:15","closed","wires","2016-01-14 15:51:40"
"1378","nkdhny","2015-11-09 11:26:26","closed","nkdhny","2015-12-21 18:30:23"
"1377","meyerson","2015-11-08 18:23:34","closed","Tarrasch","2015-11-10 05:41:45"
"1376","dhurlburtusa","2015-11-06 21:30:40","closed","Tarrasch","2015-11-10 05:43:30"
"1375","demoray","2015-11-06 20:55:32","open","",""
"1374","dhurlburtusa","2015-11-06 17:52:02","closed","dhurlburtusa","2015-11-06 18:04:53"
"1373","alexeygrigorev","2015-11-06 12:45:06","closed","alexeygrigorev","2017-01-22 08:28:30"
"1372","matthewdu","2015-11-06 03:34:26","closed","erikbern","2015-11-06 15:58:38"
"1371","matthewdu","2015-11-06 01:05:36","closed","erikbern","2015-11-06 15:58:38"
